sample_title	mouse_line	cre_driver_1	cre_driver_2	cre_reporter	dissection	tdTomato	pass_qc_checks	broad_type	core_intermediate	primary_type	secondary_type	aibs_vignette_id
PvalbF-Gad2_tdTpositive_cell_56	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1086_VU
PvalbF-Gad2_tdTpositive_cell_59	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1090_VU
PvalbF-Gad2_tdTpositive_cell_60	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1091_VU
PvalbF-Gad2_tdTpositive_cell_62	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1093_VU
PvalbF-Gad2_tdTpositive_cell_64	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	intermediate	Pvalb Wt1	Pvalb Tacr3	G1095_VU
PvalbF-Gad2_tdTpositive_cell_66	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1097_VU
PvalbF-Gad2_tdTpositive_cell_67	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	upper	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1098_VU
PvalbF-Gad2_tdTpositive_cell_71	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1150_VL
PvalbF-Gad2_tdTpositive_cell_72	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1151_VL
PvalbF-Gad2_tdTpositive_cell_73	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1152_VL
PvalbF-Gad2_tdTpositive_cell_74	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1155_VL
PvalbF-Gad2_tdTpositive_cell_77	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1158_VL
PvalbF-Gad2_tdTpositive_cell_79	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1160_VL
PvalbF-Gad2_tdTpositive_cell_81	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1163_VL
PvalbF-Gad2_tdTpositive_cell_82	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1164_VL
PvalbF-Gad2_tdTpositive_cell_83	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1165_VL
PvalbF-Gad2_tdTpositive_cell_85	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1167_VL
PvalbF-Gad2_tdTpositive_cell_86	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	lower	positive	Y	GABA-ergic Neuron	core	Pvalb Wt1		G1168_VL
Chrna2_tdTpositive_cell_12	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	L6	positive	Y	GABA-ergic Neuron	core	Sncg		K1791_V6
Gad2_tdTpositive_cell_2	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sncg		D1217_V
Gad2_tdTpositive_cell_7	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sncg		D1222_V
Gad2_tdTpositive_cell_31	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sncg		D1307_V
Htr3a_tdTpositive_cell_90	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Sncg		H1141_VL
Htr3a_tdTpositive_cell_112	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	L6b	positive	Y	GABA-ergic Neuron	core	Sncg		H1411_V6b
Htr3a_tdTpositive_cell_115	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	L6b	positive	Y	GABA-ergic Neuron	core	Sncg		H1414_V6b
Htr3a_tdTpositive_cell_119	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	L6b	positive	Y	GABA-ergic Neuron	core	Sncg		H1418_V6b
Htr3a_tdTpositive_cell_122	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	L6b	positive	Y	GABA-ergic Neuron	core	Sncg		H1421_V6b
Cux2_tdTpositive_cell_72	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L1-L2/3	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		C981_V234
Cux2_tdTpositive_cell_98	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		C1271_V
Gad2_tdTpositive_cell_8	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		D1223_V
Gad2_tdTpositive_cell_17	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		D1232_V
Gad2_tdTpositive_cell_37	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		D1315_V
Gad2_tdTpositive_cell_68	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		D1352_V
Htr3a_tdTpositive_cell_78	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		H1129_VL
Htr3a_tdTpositive_cell_84	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		H1135_VL
Htr3a_tdTpositive_cell_104	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	L6b	positive	Y	GABA-ergic Neuron	intermediate	Sst Cbln4	Vip Chat	H1400_V6b
Ndnf_tdTnegative_cell_2	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	negative	Y	GABA-ergic Neuron	core	Sst Cbln4		Nd1959n_V1
Nkx2-1_tdTpositive_cell_19	Nkx2-1	Nkx2-1-CreERT2		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		W1811_VU
Nos1_tdTpositive_cell_39	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		U1468_V
Pvalb_tdTpositive_cell_52	Pvalb	Pvalb-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		Y2055_VU
Sst_tdTpositive_cell_1	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2032_VU
Sst_tdTpositive_cell_2	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2033_VU
Sst_tdTpositive_cell_3	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2034_VU
Sst_tdTpositive_cell_5	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2036_VU
Sst_tdTpositive_cell_6	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2037_VU
Sst_tdTpositive_cell_7	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2038_VU
Sst_tdTpositive_cell_8	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2039_VU
Sst_tdTpositive_cell_9	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2040_VU
Sst_tdTpositive_cell_10	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2041_VU
Sst_tdTpositive_cell_11	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2042_VU
Sst_tdTpositive_cell_12	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2043_VU
Sst_tdTpositive_cell_14	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2045_VU
Sst_tdTpositive_cell_15	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2046_VU
Sst_tdTpositive_cell_17	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M2048_VU
Sst_tdTpositive_cell_24	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M240_V
Sst_tdTpositive_cell_25	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M241_V
Sst_tdTpositive_cell_28	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M245_V
Sst_tdTpositive_cell_29	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M246_V
Sst_tdTpositive_cell_30	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M247_V
Sst_tdTpositive_cell_34	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M649_V
Sst_tdTpositive_cell_35	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M650_V
Sst_tdTpositive_cell_36	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M651_V
Sst_tdTpositive_cell_38	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M653_V
Sst_tdTpositive_cell_39	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M782_VU
Sst_tdTpositive_cell_42	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M785_VU
Sst_tdTpositive_cell_43	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M786_VU
Sst_tdTpositive_cell_44	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M787_VU
Sst_tdTpositive_cell_46	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M789_VU
Sst_tdTpositive_cell_47	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M790_VU
Sst_tdTpositive_cell_49	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M792_VU
Sst_tdTpositive_cell_50	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M793_VU
Sst_tdTpositive_cell_51	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M794_VU
Sst_tdTpositive_cell_52	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M795_VU
Sst_tdTpositive_cell_53	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M796_VU
Sst_tdTpositive_cell_54	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M797_VU
Sst_tdTpositive_cell_57	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M800_VU
Sst_tdTpositive_cell_58	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M801_VU
Sst_tdTpositive_cell_59	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M802_VU
Sst_tdTpositive_cell_60	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M803_VU
Sst_tdTpositive_cell_61	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M804_VU
Sst_tdTpositive_cell_69	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M814_VL
Sst_tdTpositive_cell_76	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M915_V
Sst_tdTpositive_cell_78	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M917_V
Sst_tdTpositive_cell_81	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M920_V
Sst_tdTpositive_cell_84	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M923_V
Sst_tdTpositive_cell_86	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M925_V
Sst_tdTpositive_cell_87	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M926_V
Sst_tdTpositive_cell_91	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M930_V
Sst_tdTpositive_cell_92	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M931_V
Sst_tdTpositive_cell_96	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M935_V
Sst_tdTpositive_cell_97	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M936_V
Sst_tdTpositive_cell_99	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M938_V
Sst_tdTpositive_cell_102	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M146_V
Sst_tdTpositive_cell_103	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cbln4	Sst Cdk6	M147_V
Sst_tdTpositive_cell_104	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cbln4		M148_V
Chrna2_tdTpositive_cell_27	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K667_V5
Chrna2_tdTpositive_cell_42	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cdk6	Sst Myh8	K683_V5
Chrna2_tdTpositive_cell_44	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K687_V5
Chrna2_tdTpositive_cell_45	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K688_V5
Chrna2_tdTpositive_cell_50	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cdk6	Sst Myh8	K694_V5
Chrna2_tdTpositive_cell_60	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K1187_V
Chrna2_tdTpositive_cell_76	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K1366_V
Chrna2_tdTpositive_cell_79	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K1369_V
Chrna2_tdTpositive_cell_80	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K1370_V
Chrna2_tdTpositive_cell_83	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		K1373_V
Sst_tdTpositive_cell_22	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cdk6	Sst Cbln4	M2109_V
Sst_tdTpositive_cell_27	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M244_V
Sst_tdTpositive_cell_32	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M647_V
Sst_tdTpositive_cell_37	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M652_V
Sst_tdTpositive_cell_41	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M784_VU
Sst_tdTpositive_cell_48	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M791_VU
Sst_tdTpositive_cell_85	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Cdk6		M924_V
Sst_tdTpositive_cell_93	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cdk6	Sst Cbln4	M932_V
Sst_tdTpositive_cell_107	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Sst Cdk6	Sst Myh8	M151_V
Chrna2_tdTpositive_cell_4	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	L6	positive	Y	GABA-ergic Neuron	core	Sst Chodl		K1783_V6
Chrna2_tdTpositive_cell_31	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		K671_V5
Chrna2_tdTpositive_cell_77	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		K1367_V
Nos1_tdTpositive_cell_4	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U183_V
Nos1_tdTpositive_cell_6	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U185_V
Nos1_tdTpositive_cell_7	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U186_V
Nos1_tdTpositive_cell_11	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U250_V
Nos1_tdTpositive_cell_12	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U251_V
Nos1_tdTpositive_cell_14	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U253_V
Nos1_tdTpositive_cell_15	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U254_V
Nos1_tdTpositive_cell_16	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U255_V
Nos1_tdTpositive_cell_17	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U726_V
Nos1_tdTpositive_cell_18	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U727_V
Nos1_tdTpositive_cell_20	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U729_V
Nos1_tdTpositive_cell_21	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U730_V
Nos1_tdTpositive_cell_22	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U731_V
Nos1_tdTpositive_cell_24	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1405_V
Nos1_tdTpositive_cell_25	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1406_V
Nos1_tdTpositive_cell_29	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1427_V
Nos1_tdTpositive_cell_32	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1461_V
Nos1_tdTpositive_cell_35	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1464_V
Nos1_tdTpositive_cell_44	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1473_V
Nos1_tdTpositive_cell_50	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1480_V
Nos1_tdTpositive_cell_52	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1482_V
Nos1_tdTpositive_cell_53	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1483_V
Nos1_tdTpositive_cell_56	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1486_V
Nos1_tdTpositive_cell_57	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1487_V
Nos1_tdTpositive_cell_58	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1488_V
Nos1_tdTpositive_cell_62	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1497_V
Nos1_tdTpositive_cell_63	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1498_V
Nos1_tdTpositive_cell_64	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1499_V
Nos1_tdTpositive_cell_67	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1502_V
Nos1_tdTpositive_cell_68	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1503_V
Nos1_tdTpositive_cell_70	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		U1505_V
Sst_tdTpositive_cell_4	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M2035_VU
Sst_tdTpositive_cell_18	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M2049_VU
Sst_tdTpositive_cell_33	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M648_V
Sst_tdTpositive_cell_55	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M798_VU
Sst_tdTpositive_cell_79	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M918_V
Sst_tdTpositive_cell_80	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M919_V
Sst_tdTpositive_cell_101	Sst	Sst-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Sst Chodl		M145_V
Chrna2_tdTpositive_cell_2	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	L6	positive	Y	GABA-ergic Neuron	core	Sst Myh8		K1781_V6
