Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
2210021J22RIK	0.996	-0.005	8.977E-01	
SIRT7	0.996	-0.005	9.890E-01	
PAX2	0.996	-0.005	8.358E-01	Paired box gene 2
PFKFB1	0.996	-0.005	8.506E-01	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
CLDN15	0.996	-0.005	1.712E-01	Claudin 15
MTAP4	0.996	-0.005	4.731E-01	
PSG22	0.996	-0.005	8.699E-01	CDNA sequence BC050099
LAMC3	0.996	-0.005	8.012E-01	Laminin gamma 3
6820408C15RIK	0.996	-0.005	6.843E-01	RIKEN cDNA 6820408C15 gene
TRH	0.996	-0.006	3.771E-01	Thyrotropin releasing hormone
FGFR1OP	0.996	-0.006	7.965E-01	Fgfr1 oncogene partner
RBMS3	0.996	-0.006	9.690E-01	Transcribed locus
DCBLD2	0.996	-0.006	7.484E-01	Discoidin, CUB and LCCL domain containing 2
KAZALD1	0.996	-0.006	1.818E-03	Kazal-type serine peptidase inhibitor domain 1
CACYBP	0.996	-0.006	8.253E-01	Calcyclin binding protein
AMZ1	0.996	-0.006	8.975E-01	RIKEN cDNA 6530401C20 gene
2610016F04RIK	0.996	-0.006	9.534E-01	
CBFA2T2	0.996	-0.006	8.670E-01	Core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)
PIWIL2	0.996	-0.006	6.235E-01	Piwi-like homolog 2 (Drosophila)
1700081D17RIK	0.996	-0.006	7.771E-01	
Mtag2	0.996	-0.006	1.725E-01	
LOC100045793	0.996	-0.006	9.747E-01	
5830405N20RIK	0.996	-0.006	8.102E-01	
OVOL2	0.996	-0.006	5.916E-01	Ovo-like 2 (Drosophila)
GNG4	0.996	-0.006	6.493E-01	Guanine nucleotide binding protein (G protein), gamma 4 subunit
RDH20	0.996	-0.006	8.722E-01	
3110049J23RIK	0.996	-0.006	5.721E-01	
BC024139	0.996	-0.006	4.290E-01	
ZFAND1	0.996	-0.006	5.365E-01	
CENTD2	0.996	-0.006	7.770E-01	
HMGN2	0.996	-0.006	9.821E-01	Predicted gene, EG666103
4833436C18RIK	0.996	-0.006	7.897E-01	
LOC100041585	0.996	-0.006	6.975E-01	
LY6G6D	0.996	-0.006	8.764E-01	
LOC100046861	0.996	-0.006	8.812E-01	
NOLC1	0.996	-0.006	8.713E-01	Nucleolar and coiled-body phosphoprotein 1
IRX2	0.996	-0.006	1.847E-01	Iroquois related homeobox 2 (Drosophila)
INTS5	0.996	-0.006	7.094E-01	Integrator complex subunit 5
FOXO6	0.996	-0.006	9.071E-01	Forkhead box O6
PMCH	0.996	-0.006	7.240E-01	
TRIB3	0.996	-0.006	1.495E-01	Tribbles homolog 3 (Drosophila)
GSBS	0.996	-0.006	3.357E-01	
TBC1D17	0.996	-0.006	9.945E-01	TBC1 domain family, member 17
TOM1	0.996	-0.006	9.022E-01	Predicted gene, EG545878
GOLPH3L	0.996	-0.006	8.081E-01	Golgi phosphoprotein 3-like
A630005I04RIK	0.996	-0.006	9.014E-01	
NFKBIL2	0.996	-0.006	6.074E-01	
SOAT2	0.996	-0.006	7.704E-01	Sterol O-acyltransferase 2
WBP7	0.996	-0.006	9.909E-01	
5830472M02RIK	0.996	-0.006	8.839E-01	
MPO	0.996	-0.006	8.660E-01	Myeloperoxidase
REFBP2	0.996	-0.006	8.931E-01	
DHX16	0.996	-0.006	6.266E-01	
SDCCAG1	0.996	-0.006	8.044E-01	
LOC100044103	0.996	-0.006	7.754E-01	
IKZF5	0.996	-0.006	9.342E-01	IKAROS family zinc finger 5
TBC1D4	0.996	-0.006	1.385E-02	TBC1 domain family, member 4
SDK2	0.996	-0.006	5.864E-01	Sidekick homolog 2 (chicken)
RSF1	0.996	-0.006	8.649E-01	RIKEN cDNA C030033M12 gene
HEPACAM	0.996	-0.006	5.552E-01	Hepatocyte cell adhesion molecule
9630028B13Rik	0.996	-0.006	9.218E-01	
RUNX2	0.996	-0.006	8.230E-01	Runt related transcription factor 2
ZSWIM3	0.996	-0.006	8.006E-01	Zinc finger, SWIM domain containing 3
ODF3L1	0.996	-0.006	8.912E-01	Outer dense fiber of sperm tails 3-like 1
GRM8	0.996	-0.006	1.131E-01	
FBXO8	0.996	-0.006	9.662E-01	F-box protein 8
OLFR714	0.996	-0.006	8.698E-01	Olfactory receptor 714
DUSP28	0.996	-0.006	9.912E-01	Transcribed locus
NECAB1	0.996	-0.006	2.437E-01	EF hand calcium binding protein 1
MRC1	0.996	-0.006	8.487E-01	Mannose receptor, C type 1
UPF2	0.996	-0.006	9.840E-01	UPF2 regulator of nonsense transcripts homolog (yeast)
NFX1	0.996	-0.006	6.335E-01	Nuclear transcription factor, X-box binding 1
CTH	0.996	-0.006	8.722E-01	Cystathionase (cystathionine gamma-lyase)
ZBTB7C	0.996	-0.006	1.202E-01	Transcribed locus
BXDC1	0.996	-0.006	9.883E-01	
NOXO1	0.996	-0.006	8.506E-01	NADPH oxidase organizer 1
RBM19	0.996	-0.006	8.978E-01	RNA binding motif protein 19
SCYL1BP1	0.996	-0.006	8.887E-01	
GALNT13	0.996	-0.006	1.994E-01	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13
D630042P16RIK	0.996	-0.006	9.111E-01	
OLFR1261	0.996	-0.006	8.445E-01	Olfactory receptor 1261
OLFR1324	0.996	-0.006	8.485E-01	Olfactory receptor 1324
SLMO1	0.996	-0.006	9.155E-01	Slowmo homolog 1 (Drosophila)
GM93	0.996	-0.006	8.606E-01	
SPESP1	0.996	-0.006	8.672E-01	Sperm equatorial segment protein 1
SLC14A1	0.996	-0.006	8.672E-01	Solute carrier family 14 (urea transporter), member 1
RPS6	0.996	-0.006	9.896E-01	Ribosomal protein S6
MXD4	0.996	-0.006	9.888E-01	
ARCN1	0.996	-0.006	7.843E-01	Archain 1
ZFP473	0.996	-0.006	9.614E-01	Zinc finger protein 473
OLFR1008	0.996	-0.006	8.670E-01	Olfactory receptor 1008
GRK5	0.996	-0.006	2.823E-01	
NHEDC2	0.996	-0.006	8.501E-01	
2610034M16RIK	0.996	-0.006	1.280E-01	RIKEN cDNA 2610034M16 gene
2410018C17RIK	0.996	-0.006	9.888E-01	
DET1	0.996	-0.006	8.485E-01	De-etiolated homolog 1 (Arabidopsis)
C4A	0.996	-0.006	8.979E-01	
PSPC1	0.996	-0.006	6.083E-01	Transcribed locus
GAPDHS	0.996	-0.006	7.337E-01	Glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
DEFCR4	0.996	-0.006	8.671E-01	
MGST2	0.996	-0.006	7.936E-01	
KCNJ3	0.996	-0.006	5.342E-01	Transcribed locus
MMP9	0.996	-0.006	7.087E-01	Matrix metallopeptidase 9
CORT	0.996	-0.006	6.475E-01	
TMEM149	0.996	-0.006	8.559E-01	
UBE1C	0.996	-0.006	8.506E-01	
SLC3A2	0.996	-0.006	8.988E-01	Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
HSPA4L	0.996	-0.006	6.569E-01	Heat shock protein 4 like
SCRN2	0.996	-0.006	7.936E-01	
OLFR644	0.996	-0.006	8.714E-01	Olfactory receptor 644
CREB5	0.996	-0.006	2.590E-01	CAMP responsive element binding protein 5
SCNM1	0.996	-0.006	4.684E-01	
GSTM3	0.996	-0.006	8.485E-01	Glutathione S-transferase, mu 3
DBNDD1	0.996	-0.006	6.020E-01	Dysbindin (dystrobrevin binding protein 1) domain containing 1
CDK6	0.996	-0.006	8.296E-01	Cyclin-dependent kinase 6
H2-OB	0.996	-0.007	7.733E-01	Histocompatibility 2, O region beta locus
FMO5	0.996	-0.007	4.098E-01	Flavin containing monooxygenase 5
CYP2S1	0.995	-0.007	2.528E-01	Cytochrome P450, family 2, subfamily s, polypeptide 1
4933417E01RIK	0.995	-0.007	3.655E-01	
PI4K2B	0.995	-0.007	1.642E-01	Phosphatidylinositol 4-kinase type 2 beta
AU022751	0.995	-0.007	7.981E-01	
CYR61	0.995	-0.007	3.439E-01	Cysteine rich protein 61
MCM10	0.995	-0.007	1.613E-01	Minichromosome maintenance deficient 10 (S. cerevisiae)
ZFP367	0.995	-0.007	4.600E-01	Zinc finger protein 367
CDC42EP5	0.995	-0.007	6.012E-01	
LOC100047184	0.995	-0.007	9.789E-01	
LOC100047958	0.995	-0.007	8.814E-01	
TMEM81	0.995	-0.007	8.670E-01	
SCUBE3	0.995	-0.007	9.847E-01	Signal peptide, CUB domain, EGF-like 3
PAK7	0.995	-0.007	9.052E-02	P21 (CDKN1A)-activated kinase 7
SENP8	0.995	-0.007	8.358E-01	SUMO/sentrin specific peptidase 8
FRMD8	0.995	-0.007	8.444E-01	RIKEN cDNA 1200004M23 gene
SUSD2	0.995	-0.007	8.228E-01	
IRAK1	0.995	-0.007	9.079E-01	Interleukin-1 receptor-associated kinase 1
SF3A3	0.995	-0.007	9.817E-01	Splicing factor 3a, subunit 3
SMG5	0.995	-0.007	6.263E-01	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)
TRAM1L1	0.995	-0.007	8.942E-01	Translocation associated membrane protein 1-like 1
KATNB1	0.995	-0.007	4.808E-01	Katanin p80 (WD40-containing) subunit B 1
4930583H14RIK	0.995	-0.007	8.099E-01	
NGFR	0.995	-0.007	6.833E-02	Nerve growth factor receptor (TNFR superfamily, member 16)
TRIM47	0.995	-0.007	8.890E-01	Tripartite motif protein 47
4921530L21RIK	0.995	-0.007	8.729E-01	RIKEN cDNA 4921530L21 gene
LOC100047840	0.995	-0.007	9.583E-01	
EHD1	0.995	-0.007	7.515E-01	EH-domain containing 1
NOTCH3	0.995	-0.007	8.670E-01	Transcribed locus
TNFRSF11A	0.995	-0.007	9.804E-01	Tumor necrosis factor receptor superfamily, member 11a
AFAP1L1	0.995	-0.007	1.436E-01	Actin filament associated protein 1-like 1
SLC22A1	0.995	-0.007	6.335E-01	Solute carrier family 22 (organic cation transporter), member 1
HAX1	0.995	-0.007	6.923E-01	
PHOSPHO1	0.995	-0.007	8.020E-01	Phosphatase, orphan 1
RELT	0.995	-0.007	7.406E-01	RELT tumor necrosis factor receptor
NKG7	0.995	-0.007	8.652E-01	
STRAP	0.995	-0.007	9.895E-01	Serine/threonine kinase receptor associated protein
A830080D01RIK	0.995	-0.007	3.116E-01	RIKEN cDNA A830080D01 gene
C85627	0.995	-0.007	8.713E-01	
CCDC114	0.995	-0.007	9.614E-01	
LRRC3B	0.995	-0.007	2.392E-01	
CLN8	0.995	-0.007	8.671E-01	Ceroid-lipofuscinosis, neuronal 8
FUBP1	0.995	-0.007	9.690E-01	Far upstream element (FUSE) binding protein 1
ADAM21	0.995	-0.007	6.083E-01	A disintegrin and metallopeptidase domain 21
CD200	0.995	-0.007	4.823E-01	Cd200 antigen
RABEP2	0.995	-0.007	9.812E-01	Rabaptin, RAB GTPase binding effector protein 2
WISP1	0.995	-0.007	3.094E-01	WNT1 inducible signaling pathway protein 1
DAPP1	0.995	-0.007	8.452E-01	Dual adaptor for phosphotyrosine and 3-phosphoinositides 1
GSTT1	0.995	-0.007	8.506E-01	Glutathione S-transferase, theta 1
IGF1R	0.995	-0.007	8.668E-01	Insulin-like growth factor I receptor
HRASLS	0.995	-0.007	6.243E-01	HRAS-like suppressor
FRMD3	0.995	-0.007	7.039E-02	Transcribed locus
ASB7	0.995	-0.007	8.970E-01	Ankyrin repeat and SOCS box-containing protein 7
PSG25	0.995	-0.007	8.722E-01	Pregnancy-specific glycoprotein 25
2310057J16RIK	0.995	-0.007	7.824E-01	
DUX	0.995	-0.007	7.996E-01	RIKEN cDNA 4933403O03 gene
CCDC27	0.995	-0.007	8.817E-01	Coiled-coil domain containing 27
SLC8A3	0.995	-0.007	6.017E-01	
ITGA9	0.995	-0.007	8.660E-01	Integrin alpha 9
HIST1H4C	0.995	-0.007	7.754E-01	
ODF4	0.995	-0.007	1.622E-02	
PIGP	0.995	-0.007	9.846E-01	Predicted gene, EG668145
CASP4	0.995	-0.007	8.628E-01	
1700027A23RIK	0.995	-0.007	8.487E-01	
NRP2	0.995	-0.007	9.072E-01	Neuropilin 2
PNN	0.995	-0.007	6.609E-01	Pinin
CTSF	0.995	-0.007	9.877E-01	
RBM12	0.995	-0.007	9.458E-01	Transcribed locus
SRP54	0.995	-0.007	7.770E-01	signal recognition particle 54kDa
KCTD8	0.995	-0.007	8.758E-01	Potassium channel tetramerisation domain containing 8
LOC100041703	0.995	-0.007	9.936E-01	
CDC123	0.995	-0.007	8.533E-01	Transcribed locus, moderately similar to XP_001083055.1 similar to D123 gene product [Macaca mulatt
ZFP62	0.995	-0.007	7.133E-01	
2410017P07RIK	0.995	-0.007	8.670E-01	
PDCL	0.995	-0.007	8.506E-01	Phosducin-like
5730536A07RIK	0.995	-0.007	8.783E-01	
KBTBD7	0.995	-0.007	8.253E-01	Kelch repeat and BTB (POZ) domain containing 7
GPR87	0.995	-0.007	8.661E-01	G protein-coupled receptor 87
NFATC2IP	0.995	-0.007	1.559E-01	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
0610009D07Rik	0.995	-0.007	7.499E-01	
1700009P17RIK	0.995	-0.007	6.642E-01	RIKEN cDNA 1700009P17 gene
KCNK10	0.995	-0.007	3.612E-01	
CHRM2	0.995	-0.007	6.203E-01	Cholinergic receptor, muscarinic 2, cardiac
BIRC5	0.995	-0.007	6.681E-01	Transcribed locus
FGFRL1	0.995	-0.007	9.540E-01	Fibroblast growth factor receptor-like 1
EXO1	0.995	-0.007	8.988E-01	Exonuclease 1
ZBTB9	0.995	-0.007	8.148E-01	Zinc finger and BTB domain containing 9
SDSL	0.995	-0.007	8.253E-01	Serine dehydratase-like
PRL2B1	0.995	-0.007	8.649E-01	
ATP2B4	0.995	-0.007	8.444E-01	ATPase, Ca++ transporting, plasma membrane 4
NOX4	0.995	-0.007	8.671E-01	Transcribed locus
SPEF1	0.995	-0.007	2.260E-01	Sperm flagellar 1
TRMT12	0.995	-0.007	5.441E-01	TRNA methyltranferase 12 homolog (S. cerevisiae)
MAP3K9	0.995	-0.007	4.290E-01	Mitogen-activated protein kinase kinase kinase 9
ZFP644	0.995	-0.007	9.890E-01	Transcribed locus
ZFP72	0.995	-0.007	8.863E-01	Zinc finger protein 72
ADAM4	0.995	-0.007	3.690E-01	A disintegrin and metallopeptidase domain 4
NKIRAS2	0.995	-0.008	9.723E-01	NFKB inhibitor interacting Ras-like protein 2
DTD1	0.995	-0.008	8.172E-01	Transcribed locus
IL17RB	0.995	-0.008	4.102E-02	
4733401H18RIK	0.995	-0.008	6.515E-01	
EDARADD	0.995	-0.008	8.702E-01	EDAR (ectodysplasin-A receptor)-associated death domain
TMIE	0.995	-0.008	2.053E-02	
CCS	0.995	-0.008	9.774E-01	Copper chaperone for superoxide dismutase
BRCC3	0.995	-0.008	5.551E-01	BRCA1/BRCA2-containing complex, subunit 3
ZFP352	0.995	-0.008	8.665E-01	Zinc finger protein 352
6030446N20RIK	0.995	-0.008	8.678E-01	
DIRC2	0.995	-0.008	8.671E-01	Disrupted in renal carcinoma 2 (human)
IFT80	0.995	-0.008	1.830E-01	Intraflagellar transport 80 homolog (Chlamydomonas)
C1QTNF2	0.995	-0.008	8.440E-01	C1q and tumor necrosis factor related protein 2
E430004N04RIK	0.995	-0.008	9.049E-01	
PRL7D1	0.995	-0.008	7.530E-01	Transcribed locus
1700020D05RIK	0.995	-0.008	4.413E-01	
UGDH	0.995	-0.008	8.605E-01	Transcribed locus
NUDT2	0.995	-0.008	8.898E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 2
GPR114	0.995	-0.008	8.839E-01	
ACCN3	0.995	-0.008	5.799E-01	
GPR103	0.995	-0.008	4.494E-01	
ORF34	0.995	-0.008	8.638E-01	
QRSL1	0.995	-0.008	9.830E-01	Transcribed locus, moderately similar to XP_001089760.1 similar to glutaminyl-tRNA synthase (glutam
CREB3L1	0.995	-0.008	8.465E-01	Transcribed locus
ERAF	0.995	-0.008	7.572E-01	
HOXC9	0.995	-0.008	7.445E-01	Homeo box C9
SRGAP3	0.995	-0.008	8.863E-01	SLIT-ROBO Rho GTPase activating protein 3
TEX10	0.995	-0.008	9.340E-01	Testis expressed gene 10
TBRG4	0.995	-0.008	9.895E-01	Transforming growth factor beta regulated gene 4
GLT8D3	0.995	-0.008	6.233E-01	
TSSK5	0.995	-0.008	4.385E-01	Testis-specific serine kinase 5
1500035H01RIK	0.995	-0.008	8.639E-01	
MPST	0.995	-0.008	8.057E-01	Mercaptopyruvate sulfurtransferase
WIPF1	0.995	-0.008	9.890E-01	WAS/WASL interacting protein family, member 1
TICAM1	0.995	-0.008	9.471E-01	Toll-like receptor adaptor molecule 1
ADAM32	0.995	-0.008	8.081E-01	A disintegrin and metallopeptidase domain 32
OLFR770	0.995	-0.008	8.506E-01	Olfactory receptor 770
LOC100047052	0.995	-0.008	8.756E-01	
1190002A17RIK	0.995	-0.008	8.578E-01	
GUCA1A	0.995	-0.008	9.217E-01	
MTHFD2	0.995	-0.008	1.270E-01	Methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase
TAC1	0.995	-0.008	5.560E-01	Tachykinin 1
OLFR298	0.995	-0.008	8.846E-01	Olfactory receptor 298
5730446C15RIK	0.995	-0.008	5.486E-01	
BC057893	0.995	-0.008	4.762E-01	
QPCT	0.995	-0.008	7.642E-01	Glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
TNRC6B	0.995	-0.008	8.606E-01	Trinucleotide repeat containing 6b
CACNG4	0.994	-0.008	1.325E-01	Calcium channel, voltage-dependent, gamma subunit 4
8030451F13RIK	0.994	-0.008	2.993E-02	
PAK1IP1	0.994	-0.008	8.122E-01	
SH3GL3	0.994	-0.008	8.319E-01	Transcribed locus
Cep110	0.994	-0.008	8.253E-01	
EAR6	0.994	-0.008	8.366E-01	Eosinophil-associated, ribonuclease A family, member 6
ZFP91-CNTF	0.994	-0.008	6.310E-01	ZFP91-CNTF readthrough (NMD candidate)
IL17RC	0.994	-0.008	1.483E-01	
ELOVL3	0.994	-0.008	8.671E-01	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
ACVR1C	0.994	-0.008	7.042E-01	Activin A receptor, type IC
MARCH4	0.994	-0.008	8.473E-01	Membrane-associated ring finger (C3HC4) 4
EFNB3	0.994	-0.008	6.642E-01	Ephrin B3
ADORA2B	0.994	-0.008	4.413E-01	Adenosine A2b receptor
OLFR517	0.994	-0.008	8.688E-01	Olfactory receptor 517
RECQL4	0.994	-0.008	5.921E-01	RecQ protein-like 4
DPPA5	0.994	-0.008	9.207E-01	developmental pluripotency associated 5
NDUFS4	0.994	-0.008	9.890E-01	
SOX9	0.994	-0.008	3.154E-01	SRY-box containing gene 9
NFKBIE	0.994	-0.008	4.365E-01	Transcribed locus
CYBRD1	0.994	-0.008	8.693E-01	Cytochrome b reductase 1
CCDC94	0.994	-0.008	5.796E-01	Transcribed locus, strongly similar to XP_001118029.1 similar to coiled-coil domain containing 94 [
PCMTD1	0.994	-0.008	5.635E-01	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
ARHGAP24	0.994	-0.008	9.816E-01	
TRIM50	0.994	-0.008	8.671E-01	Tripartite motif protein 50
D19Ertd737e	0.994	-0.008	8.702E-01	
PCDH24	0.994	-0.008	8.863E-01	
CFI	0.994	-0.008	8.839E-01	Complement component factor i
PRR3	0.994	-0.008	9.806E-01	Proline-rich polypeptide 3
ZFP768	0.994	-0.008	6.802E-01	Zinc finger protein 768
PCDHGA12	0.994	-0.008	7.909E-02	Protocadherin gamma subfamily A, 12
PIGL	0.994	-0.008	8.638E-01	
5730403M16RIK	0.994	-0.008	4.335E-02	
TNFRSF11B	0.994	-0.008	2.713E-01	Tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)
CRIPT	0.994	-0.008	5.789E-01	Transcribed locus
SP4	0.994	-0.008	8.658E-01	Trans-acting transcription factor 4
OBSL1	0.994	-0.008	1.617E-01	Obscurin-like 1
PTGES2	0.994	-0.008	6.135E-01	
EGFL8	0.994	-0.008	7.859E-01	
CYP4F15	0.994	-0.008	6.346E-01	Cytochrome P450, family 4, subfamily f, polypeptide 15
RND3	0.994	-0.008	5.486E-01	
LOC100044160	0.994	-0.008	7.652E-01	
BC027344	0.994	-0.008	8.553E-01	
BC027231	0.994	-0.008	9.171E-01	Transcribed locus
SPATS1	0.994	-0.008	8.765E-01	
TMEM135	0.994	-0.009	9.770E-01	Transmembrane protein 135
EDEM1	0.994	-0.009	8.840E-01	ER degradation enhancer, mannosidase alpha-like 1
SLC41A2	0.994	-0.009	7.094E-01	Solute carrier family 41, member 2
DGKE	0.994	-0.009	5.626E-01	Diacylglycerol kinase, epsilon
ZFP654	0.994	-0.009	2.949E-01	Zinc finger protein 654
ZC3H10	0.994	-0.009	7.340E-01	Transcribed locus
KTI12	0.994	-0.009	8.811E-01	KTI12 homolog, chromatin associated (S. cerevisiae)
EIF2C4	0.994	-0.009	5.551E-01	
COMTD1	0.994	-0.009	3.944E-01	Catechol-O-methyltransferase domain containing 1
9330176C04RIK	0.994	-0.009	6.670E-01	
RBPJL	0.994	-0.009	2.750E-02	
C330023M02RIK	0.994	-0.009	8.912E-01	
TMEM132D	0.994	-0.009	7.822E-01	Transmembrane protein 132D
LAPTM4B	0.994	-0.009	6.985E-01	
HIP1	0.994	-0.009	5.432E-01	Huntingtin interacting protein 1
RFWD3	0.994	-0.009	7.528E-01	Ring finger and WD repeat domain 3
Rabl5	0.994	-0.009	6.313E-01	
CBLN2	0.994	-0.009	6.439E-01	Cerebellin 2 precursor protein
PRPS1	0.994	-0.009	9.845E-01	Phosphoribosyl pyrophosphate synthetase 1
PRODH	0.994	-0.009	5.689E-01	
SBSN	0.994	-0.009	8.806E-01	Suprabasin
V1RA2	0.994	-0.009	8.910E-01	
CCDC64	0.994	-0.009	8.135E-01	Coiled-coil domain containing 64
DRD2	0.994	-0.009	5.241E-01	Dopamine receptor 2
2400003C14RIK	0.994	-0.009	9.780E-01	
PCGF2	0.994	-0.009	8.630E-01	
GBX1	0.994	-0.009	8.671E-01	
B4GALT7	0.994	-0.009	5.474E-01	Xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
LOC100046393	0.994	-0.009	9.890E-01	
ECD	0.994	-0.009	9.789E-01	Ecdysoneless homolog (Drosophila)
GM94	0.994	-0.009	8.671E-01	
JUP	0.994	-0.009	1.749E-02	Junction plakoglobin
SEC63	0.994	-0.009	9.845E-01	SEC63-like (S. cerevisiae)
SUV39H1	0.994	-0.009	4.408E-01	Suppressor of variegation 3-9 homolog 1 (Drosophila)
IGFBPL1	0.994	-0.009	7.126E-01	Insulin-like growth factor binding protein-like 1
LOC100048684	0.994	-0.009	8.652E-01	
PHKG1	0.994	-0.009	7.157E-01	Phosphorylase kinase gamma 1
TRIM68	0.994	-0.009	6.798E-01	Tripartite motif containing 68
ENTPD4	0.994	-0.009	9.717E-01	
SLCO6B1	0.994	-0.009	9.082E-01	Solute carrier organic anion transporter family, member 6b1
AP1G2	0.994	-0.009	7.300E-01	
E330034G19RIK	0.994	-0.009	5.796E-01	RIKEN cDNA E330034G19 gene
AK129341	0.994	-0.009	8.671E-01	CDNA sequence AK129341
LOC675567	0.994	-0.009	8.764E-01	
ATF3	0.994	-0.009	7.790E-01	Activating transcription factor 3
IMPA2	0.994	-0.009	8.534E-01	
TXNRD2	0.994	-0.009	9.890E-01	Thioredoxin reductase 2
ATP7A	0.994	-0.009	8.713E-01	ATPase, Cu++ transporting, alpha polypeptide
NXF7	0.994	-0.009	2.239E-02	Nuclear RNA export factor 7
TYKI	0.994	-0.009	3.636E-01	
B230218L05RIK	0.994	-0.009	8.893E-01	
EFNA1	0.994	-0.009	5.174E-01	Ephrin A1
PSMB7	0.994	-0.009	9.883E-01	Transcribed locus, moderately similar to XP_001083368.1 proteasome beta 7 subunit [Macaca mulatta]
GPR135	0.994	-0.009	8.081E-01	G protein-coupled receptor 135
DDX28	0.994	-0.009	8.116E-01	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
RPS3	0.994	-0.009	9.836E-01	Transcribed locus
2310039H08RIK	0.994	-0.009	9.890E-01	
DHX36	0.994	-0.009	9.780E-01	Transcribed locus
PSMC2	0.994	-0.009	9.605E-01	
BMPER	0.993	-0.009	4.041E-01	BMP-binding endothelial regulator
BBS4	0.993	-0.009	9.800E-01	
IL23A	0.993	-0.009	7.826E-01	
BC053749	0.993	-0.009	2.973E-01	CDNA sequence BC053749
SERPINB3B	0.993	-0.009	7.770E-01	Serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B
ATP5L	0.993	-0.009	9.877E-01	
CHCHD5	0.993	-0.009	5.342E-01	Coiled-coil-helix-coiled-coil-helix domain containing 5
TUBE1	0.993	-0.01	8.110E-01	Transcribed locus
BMF	0.993	-0.01	8.569E-01	Bcl2 modifying factor
RRM1	0.993	-0.01	5.683E-01	Ribonucleotide reductase M1
D230037D09RIK	0.993	-0.01	7.608E-01	
IL17RA	0.993	-0.01	7.988E-01	
CCNJ	0.993	-0.01	8.657E-01	
SHH	0.993	-0.01	4.281E-01	Transcribed locus
2410016F19RIK	0.993	-0.01	8.074E-01	
RBM3	0.993	-0.01	6.614E-01	RNA binding motif protein 3
2410004L22RIK	0.993	-0.01	2.882E-01	
PDE1C	0.993	-0.01	8.669E-01	Phosphodiesterase 1C
JAK3	0.993	-0.01	9.540E-01	Janus kinase 3
C030045D06RIK	0.993	-0.01	8.652E-01	
OLFR1507	0.993	-0.01	8.589E-01	Olfactory receptor 1507
RNF216	0.993	-0.01	7.744E-01	Ring finger protein 216
TLR6	0.993	-0.01	9.781E-01	Toll-like receptor 6
RASIP1	0.993	-0.01	6.875E-01	Ras interacting protein 1
LRRC4C	0.993	-0.01	7.999E-01	Leucine rich repeat containing 4C
PHKA1	0.993	-0.01	4.550E-01	Phosphorylase kinase alpha 1
OXT	0.993	-0.01	5.840E-01	
RNF11	0.993	-0.01	9.889E-01	
COVA1	0.993	-0.01	8.738E-01	
NUDCD3	0.993	-0.01	2.074E-01	NudC domain containing 3
TRAPPC6A	0.993	-0.01	9.806E-01	Trafficking protein particle complex 6A
A030009H04RIK	0.993	-0.01	5.847E-01	
OLFR273	0.993	-0.01	8.638E-01	Olfactory receptor 273
HOXB6	0.993	-0.01	8.811E-01	
ITGB7	0.993	-0.01	3.454E-02	Integrin beta 7
OTTMUSG00000000421	0.993	-0.01	9.442E-01	
ENAM	0.993	-0.01	8.672E-01	Enamelin
MAGEH1	0.993	-0.01	6.182E-01	Transcribed locus
TRIM8	0.993	-0.01	9.877E-01	Tripartite motif protein 8
ZXDA	0.993	-0.01	9.931E-01	zinc finger, X-linked, duplicated A
GUCY1A2	0.993	-0.01	8.671E-01	Guanylate cyclase 1, soluble, alpha 2
UIMC1	0.993	-0.01	8.372E-01	Ubiquitin interaction motif containing 1
CRYBB2	0.993	-0.01	9.111E-01	Crystallin, beta B2
ARF4	0.993	-0.01	8.232E-01	ADP-ribosylation factor 4
D17WSU104E	0.993	-0.01	9.890E-01	DNA segment, Chr 17, Wayne State University 104, expressed
OLFR398	0.993	-0.01	8.670E-01	Olfactory receptor 398
OLFR144	0.993	-0.01	8.685E-01	
RDH12	0.993	-0.01	6.496E-01	
CCDC91	0.993	-0.01	8.435E-01	Coiled-coil domain containing 91
EMILIN2	0.993	-0.01	9.638E-01	Elastin microfibril interfacer 2
NEIL3	0.993	-0.01	7.988E-01	Transcribed locus
MYPN	0.993	-0.01	9.079E-01	
AVEN	0.993	-0.01	8.818E-01	
DNM	0.993	-0.01	9.463E-01	
ADAM28	0.993	-0.01	8.652E-01	
