Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
2010321M09RIK	0.815	-0.295	3.761E-02	
SH3GL2	0.815	-0.295	7.891E-03	Transcribed locus
EPC1	0.815	-0.295	2.349E-01	Enhancer of polycomb homolog 1 (Drosophila)
HDC	0.815	-0.296	2.010E-01	Histidine decarboxylase
TAF9B	0.815	-0.296	4.539E-01	
ZIC4	0.814	-0.296	4.971E-02	Transcribed locus
HHATL	0.814	-0.296	6.261E-01	Hedgehog acyltransferase-like
RAPGEF6	0.814	-0.297	3.680E-01	Rap guanine nucleotide exchange factor (GEF) 6
CHST10	0.814	-0.297	3.918E-01	Transcribed locus
PCBD2	0.814	-0.297	5.151E-01	
ARL6IP2	0.814	-0.297	3.449E-01	
NEDD9	0.814	-0.297	5.902E-01	Neural precursor cell expressed, developmentally down-regulated gene 9
CRTC1	0.814	-0.298	2.752E-01	CREB regulated transcription coactivator 1
F2R	0.814	-0.298	5.938E-01	Coagulation factor II (thrombin) receptor
SENP7	0.813	-0.298	2.693E-01	SUMO1/sentrin specific peptidase 7
MED26	0.813	-0.298	2.174E-01	Transcribed locus
CCDC111	0.813	-0.298	2.670E-01	
D10WSU52E	0.813	-0.298	1.889E-01	
1500001L15RIK	0.813	-0.299	1.826E-02	
2810008M24RIK	0.813	-0.3	6.652E-01	
NDN	0.812	-0.3	3.923E-01	Necdin
NBL1	0.812	-0.3	2.816E-01	
MYST1	0.812	-0.3	4.642E-01	
LOC100046039	0.812	-0.3	2.374E-01	
LOC621824	0.812	-0.3	5.091E-02	
PEX16	0.812	-0.3	4.525E-01	
FIZ1	0.812	-0.301	2.597E-01	Flt3 interacting zinc finger protein 1
TPPP3	0.812	-0.301	1.879E-01	Tubulin polymerization-promoting protein family member 3
GMPPA	0.812	-0.301	6.106E-01	GDP-mannose pyrophosphorylase A
GAMT	0.811	-0.301	1.571E-01	
CD180	0.811	-0.302	3.879E-01	CD180 antigen
ASF1A	0.811	-0.302	1.694E-01	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
BIRC2	0.811	-0.302	5.365E-02	Baculoviral IAP repeat-containing 2
SF1	0.811	-0.302	5.486E-01	Splicing factor 1
TOLLIP	0.811	-0.303	1.347E-01	Toll interacting protein
CDC7	0.81	-0.304	1.994E-01	
RP9	0.81	-0.304	2.980E-01	Retinitis pigmentosa 9 (human)
EMP3	0.81	-0.304	2.139E-01	
NUDT7	0.81	-0.304	6.783E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 7
1110057K04RIK	0.81	-0.304	1.292E-01	Transcribed locus
STK17B	0.81	-0.304	3.502E-01	Serine/threonine kinase 17b (apoptosis-inducing)
PRR14	0.81	-0.305	5.405E-01	Proline rich 14
RAB40C	0.81	-0.305	6.122E-03	
RGS1	0.81	-0.305	7.293E-01	Regulator of G-protein signaling 1
CUL4A	0.809	-0.305	4.149E-01	
SLC6A15	0.809	-0.305	5.274E-01	Transcribed locus
CAPN3	0.809	-0.306	6.309E-01	
RORC	0.809	-0.307	4.423E-01	RAR-related orphan receptor gamma
CCDC43	0.809	-0.307	2.187E-01	Coiled-coil domain containing 43
MTHFD1	0.808	-0.307	2.892E-01	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase,
NARG1L	0.808	-0.307	9.852E-02	
TMEM101	0.808	-0.307	4.020E-01	Transcribed locus
1810020D17RIK	0.808	-0.307	3.474E-01	
NFYC	0.808	-0.307	1.114E-03	Nuclear transcription factor-Y gamma
FKTN	0.808	-0.307	3.732E-01	Transcribed locus
LSM6	0.808	-0.308	3.818E-01	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
DYNC1I1	0.808	-0.308	1.802E-01	Dynein cytoplasmic 1 intermediate chain 1
COX15	0.808	-0.308	2.267E-01	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
SUSD3	0.808	-0.308	1.510E-01	
SGPP1	0.808	-0.308	5.784E-01	Sphingosine-1-phosphate phosphatase 1
ABCD3	0.807	-0.308	8.090E-02	ATP-binding cassette, sub-family D (ALD), member 3
LYZ	0.807	-0.309	2.148E-01	lysozyme
2700097O09RIK	0.807	-0.309	1.850E-02	
APRIN	0.807	-0.31	4.266E-01	
NFS1	0.807	-0.31	6.530E-03	Nitrogen fixation gene 1 (S. cerevisiae)
HIST1H2AF	0.807	-0.31	6.994E-01	Histone cluster 1, H2af
MYNN	0.806	-0.311	8.956E-02	Myoneurin
VDAC2	0.806	-0.311	2.668E-01	Transcribed locus
DOLPP1	0.806	-0.311	4.747E-01	Dolichyl pyrophosphate phosphatase 1
LOC100047214	0.806	-0.311	3.671E-01	
2010316F05RIK	0.806	-0.311	5.290E-01	
ODC1	0.806	-0.312	9.835E-02	Ornithine decarboxylase, structural 1
E2F5	0.806	-0.312	6.296E-01	
D230007K08RIK	0.806	-0.312	5.504E-01	
DMN	0.805	-0.312	1.949E-01	
SEC11C	0.805	-0.312	6.272E-01	
LOC100044862	0.805	-0.313	6.399E-01	
GKAP1	0.805	-0.313	2.980E-01	Transcribed locus
ALOXE3	0.805	-0.313	4.296E-01	
FEM1B	0.805	-0.313	3.518E-01	Feminization 1 homolog b (C. elegans)
NPM1	0.805	-0.314	4.757E-02	Transcribed locus, strongly similar to NP_002511.1 1 isoform 1 [Homo sapiens]
SLC38A3	0.805	-0.314	4.911E-01	Solute carrier family 38, member 3
LOC100046953	0.805	-0.314	2.938E-02	
EXOC3L	0.804	-0.314	1.798E-01	Exocyst complex component 3-like
GCC2	0.804	-0.314	3.434E-01	GRIP and coiled-coil domain containing 2
CDH22	0.804	-0.314	3.280E-01	Cadherin 22
ADCY1	0.804	-0.314	7.456E-01	Adenylate cyclase 1
SLC15A4	0.804	-0.315	2.519E-01	
ASCC3L1	0.804	-0.315	2.012E-01	
PRMT5	0.804	-0.315	2.278E-02	Protein arginine N-methyltransferase 5
GP38	0.804	-0.315	6.747E-01	
KCTD2	0.804	-0.315	3.651E-03	Potassium channel tetramerisation domain containing 2
SRPR	0.804	-0.315	6.618E-01	
GPR19	0.804	-0.316	2.069E-01	
PSEN2	0.804	-0.316	4.760E-03	Presenilin 2
TGFBR3	0.803	-0.316	3.047E-01	Transforming growth factor, beta receptor III
TTC17	0.803	-0.316	3.149E-02	Tetratricopeptide repeat domain 17
DCAKD	0.803	-0.316	4.917E-02	
DHCR7	0.803	-0.316	2.216E-01	7-dehydrocholesterol reductase
IL17RE	0.803	-0.316	5.475E-02	Interleukin 17 receptor E
SEPN1	0.803	-0.316	1.571E-01	Selenoprotein N, 1
PARP8	0.803	-0.316	4.211E-01	Transcribed locus
2310016C16RIK	0.803	-0.316	4.802E-01	
SDHC	0.803	-0.317	3.020E-01	Purkinje cell protein 4-like 1
SMOX	0.802	-0.318	2.312E-01	Spermine oxidase
LOC667250	0.802	-0.318	2.414E-01	
LGALS8	0.802	-0.318	1.167E-01	Lectin, galactose binding, soluble 8
CADPS2	0.802	-0.318	4.212E-02	Ca2+-dependent activator protein for secretion 2
LOC668492	0.802	-0.319	3.985E-01	
CHURC1	0.802	-0.319	2.206E-01	
UTX	0.802	-0.319	6.140E-02	
EBPL	0.801	-0.32	1.474E-02	Transcribed locus
H2-EB1	0.801	-0.32	4.635E-01	Transcribed locus
CNOT2	0.801	-0.32	1.252E-03	Transcribed locus
BC021790	0.801	-0.32	1.273E-02	
PUF60	0.801	-0.32	6.672E-04	Poly-U binding splicing factor 60
9330134C04RIK	0.801	-0.32	1.180E-01	
UBQLN1	0.801	-0.32	1.337E-02	Ubiquilin 1
OSBPL9	0.801	-0.32	4.849E-03	
STIM1	0.801	-0.321	3.121E-01	Stromal interaction molecule 1
D130059P03RIK	0.801	-0.321	7.583E-01	
PPTC7	0.8	-0.321	3.236E-02	PTC7 protein phosphatase homolog (S. cerevisiae)
GDPD1	0.8	-0.321	9.919E-03	Glycerophosphodiester phosphodiesterase domain containing 1
NUP62	0.8	-0.322	2.926E-01	Nucleoporin 62
PSMC1	0.8	-0.322	5.250E-01	Protease (prosome, macropain) 26S subunit, ATPase 1
NME3	0.8	-0.322	5.343E-03	
PTPRA	0.8	-0.322	3.765E-01	Protein tyrosine phosphatase, receptor type, A
RPP30	0.8	-0.323	2.522E-01	
JUN	0.8	-0.323	6.208E-01	Jun oncogene
TUG1	0.799	-0.323	5.849E-01	taurine up-regulated 1 (non-protein coding)
2610528O22RIK	0.799	-0.323	2.950E-03	
VRK1	0.799	-0.323	3.398E-01	Vaccinia related kinase 1
1500005A01RIK	0.799	-0.323	6.369E-01	
C630028N24RIK	0.799	-0.323	5.348E-01	
P4HA1	0.799	-0.324	7.025E-01	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide
ADD1	0.799	-0.324	3.021E-02	Adducin 1 (alpha)
ZFP87	0.799	-0.324	5.119E-01	Transcribed locus
SLC35B2	0.799	-0.325	4.337E-01	Solute carrier family 35, member B2
RASSF2	0.798	-0.325	6.105E-01	Ras association (RalGDS/AF-6) domain family 2
CRYM	0.798	-0.325	2.494E-01	
PSMD14	0.798	-0.325	5.991E-01	
PHKB	0.798	-0.325	5.476E-01	Phosphorylase kinase beta
OPHN1	0.798	-0.325	4.446E-01	Oligophrenin 1
GALNT9	0.798	-0.326	1.606E-01	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9
PIGF	0.798	-0.326	1.456E-02	Phosphatidylinositol glycan anchor biosynthesis, class F
2310003C23RIK	0.798	-0.326	3.299E-01	
D4ERTD22E	0.798	-0.326	1.440E-02	
IRF3	0.797	-0.327	1.455E-02	Interferon regulatory factor 3
RAB6IP1	0.797	-0.327	2.686E-03	
5430437P03RIK	0.797	-0.328	3.941E-01	
TMEM90A	0.797	-0.328	8.648E-02	
TPCN1	0.797	-0.328	7.044E-03	Two pore channel 1
NEUROD2	0.797	-0.328	3.929E-01	Neurogenic differentiation 2
EXOSC2	0.797	-0.328	5.577E-01	
LYRM5	0.797	-0.328	5.476E-01	Transcribed locus
PRKX	0.796	-0.328	3.518E-01	Protein kinase, X-linked
LTF	0.796	-0.329	7.104E-01	Lactotransferrin
BLMH	0.796	-0.329	2.191E-01	Transcribed locus, moderately similar to XP_511383.2 bleomycin hydrolase [Pan troglodytes]
SLC26A4	0.796	-0.33	3.427E-01	Solute carrier family 26, member 4
RPS6KA5	0.796	-0.33	4.293E-02	Ribosomal protein S6 kinase, polypeptide 5
ZFP653	0.795	-0.33	1.880E-01	
2610207I05RIK	0.795	-0.33	1.209E-02	
CCDC120	0.795	-0.33	1.553E-01	Coiled-coil domain containing 120
RANGRF	0.795	-0.33	5.486E-01	RAN guanine nucleotide release factor
RPO1-3	0.795	-0.331	2.207E-02	
8430410K20RIK	0.795	-0.331	4.117E-01	
RAC1	0.795	-0.331	4.274E-01	RAS-related C3 botulinum substrate 1
ADSSL1	0.795	-0.331	2.329E-01	Adenylosuccinate synthetase like 1
MYD116	0.795	-0.331	6.024E-01	
SMARCC2	0.795	-0.331	2.958E-01	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
AI894139	0.795	-0.331	4.437E-01	
ZFML	0.795	-0.331	7.400E-01	Zinc finger, matrin-like
CMTM8	0.795	-0.332	1.735E-01	
5730469M10RIK	0.794	-0.332	2.325E-01	
PPNR	0.794	-0.332	1.332E-01	
PEBP1	0.794	-0.332	3.206E-01	Phosphatidylethanolamine binding protein 1
CYLD	0.794	-0.332	1.516E-01	Cylindromatosis (turban tumor syndrome)
BCL11B	0.794	-0.332	2.069E-01	B-cell leukemia/lymphoma 11B
UBR1	0.794	-0.333	1.342E-01	Ubiquitin protein ligase E3 component n-recognin 1
MAP3K7IP1	0.794	-0.333	1.816E-03	
TDRD3	0.794	-0.333	1.944E-01	Tudor domain containing 3
ILK	0.794	-0.333	1.767E-03	
FHOD1	0.794	-0.333	4.676E-01	
LOC433801	0.794	-0.333	2.907E-01	
2410002F23RIK	0.794	-0.333	4.152E-01	
SH3BP5L	0.794	-0.333	1.108E-03	Transcribed locus
UBLCP1	0.794	-0.334	4.176E-01	Ubiquitin-like domain containing CTD phosphatase 1
MBTPS1	0.793	-0.334	2.958E-01	Membrane-bound transcription factor peptidase, site 1
N6AMT1	0.793	-0.334	1.619E-01	
AA407659	0.793	-0.334	2.508E-02	
PIGT	0.793	-0.335	4.688E-01	Phosphatidylinositol glycan anchor biosynthesis, class T
MAP4K4	0.793	-0.335	7.439E-02	Mitogen-activated protein kinase kinase kinase kinase 4
USPL1	0.793	-0.335	2.715E-02	Transcribed locus, weakly similar to XP_001118085.1 similar to ubiquitin specific peptidase like 1
KCTD3	0.792	-0.336	1.166E-02	
CLTB	0.792	-0.337	2.466E-02	Transcribed locus
BC043118	0.792	-0.337	1.252E-02	
1500032D16RIK	0.792	-0.337	1.968E-01	
ATF5	0.792	-0.337	4.423E-01	Activating transcription factor 5
ZFAND6	0.791	-0.337	4.097E-02	Zinc finger, AN1-type domain 6
2400003C14RIK	0.791	-0.338	5.592E-03	
H3F3B	0.791	-0.338	2.805E-02	H3 histone, family 3B
TEX261	0.791	-0.338	2.373E-02	
ATP5SL	0.791	-0.338	1.786E-01	RIKEN cDNA 2310004L02 gene
WDR77	0.791	-0.338	3.232E-01	Transcribed locus
CASKIN1	0.791	-0.338	2.068E-01	Transcribed locus
VPS36	0.791	-0.338	2.930E-01	Vacuolar protein sorting 36 (yeast)
OSM	0.791	-0.338	4.176E-01	Oncostatin M
SNX2	0.791	-0.338	2.764E-03	Sorting nexin 2
2310036D22RIK	0.791	-0.339	6.775E-01	
4930544G21RIK	0.791	-0.339	5.166E-02	
PBRM1	0.79	-0.339	4.720E-01	Polybromo 1
D16ERTD472E	0.79	-0.339	2.667E-01	DNA segment, Chr 16, ERATO Doi 472, expressed
INPPL1	0.79	-0.34	2.477E-02	Inositol polyphosphate phosphatase-like 1
TCEAL8	0.79	-0.34	5.087E-01	Transcription elongation factor A (SII)-like 8
LOC100048046	0.79	-0.34	2.467E-01	
0610007P14RIK	0.79	-0.34	4.333E-01	
CLPX	0.79	-0.341	4.881E-01	
NDUFS7	0.789	-0.341	3.639E-02	
SAP30	0.789	-0.341	9.201E-02	Sin3 associated polypeptide
TM2D3	0.789	-0.342	2.612E-01	
MRPL40	0.789	-0.342	5.442E-01	Mitochondrial ribosomal protein L40
2010100O12RIK	0.789	-0.342	3.923E-01	
B020018G12RIK	0.789	-0.342	5.406E-01	Transcribed locus
IPO13	0.789	-0.342	8.633E-02	Importin 13
ESD	0.789	-0.342	4.020E-01	Similar to sid478p
ATP5A1	0.789	-0.342	4.229E-01	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1
AGXT2L1	0.789	-0.342	1.563E-01	
BCLAF1	0.788	-0.343	1.013E-03	BCL2-associated transcription factor 1
STEAP2	0.788	-0.343	9.782E-02	Six transmembrane epithelial antigen of prostate 2
RRAGB	0.788	-0.343	2.608E-02	Ras-related GTP binding B
PRPF8	0.788	-0.344	3.697E-01	Pre-mRNA processing factor 8
1700023M03RIK	0.788	-0.344	5.343E-01	
2410127E18RIK	0.788	-0.344	5.906E-05	
DNAJC3A	0.788	-0.345	4.482E-01	
TRP53BP2	0.788	-0.345	1.485E-02	Transformation related protein 53 binding protein 2
CAR2	0.787	-0.345	4.318E-01	Carbonic anhydrase 2
CAMK2B	0.787	-0.345	9.704E-03	
CUL1	0.787	-0.346	7.727E-01	Cullin 1
S100A13	0.787	-0.346	4.545E-01	
ASCC2	0.787	-0.346	8.480E-02	Activating signal cointegrator 1 complex subunit 2
UNC119B	0.787	-0.346	4.005E-01	Unc-119 homolog B (C. elegans)
RANBP10	0.786	-0.347	2.825E-02	Transcribed locus
ZMAT1	0.786	-0.347	4.612E-01	
ITGA6	0.786	-0.347	3.458E-01	Integrin alpha 6
JMJD3	0.786	-0.347	5.968E-01	
STARD4	0.786	-0.348	3.334E-01	Transcribed locus
CHCHD7	0.786	-0.348	8.932E-02	Coiled-coil-helix-coiled-coil-helix domain containing 7
BICD2	0.786	-0.348	5.375E-02	Bicaudal D homolog 2 (Drosophila)
RAB10	0.786	-0.348	4.539E-01	Transcribed locus
COG2	0.786	-0.348	4.017E-01	Component of oligomeric golgi complex 2
CCNG2	0.785	-0.348	3.448E-02	
INPP5D	0.785	-0.349	4.183E-01	Inositol polyphosphate-5-phosphatase D
DGCR8	0.785	-0.349	3.055E-01	
PLD1	0.785	-0.349	2.522E-01	Phospholipase D1
LIMK2	0.785	-0.349	3.354E-01	LIM motif-containing protein kinase 2
ECSIT	0.785	-0.35	1.532E-01	
D15WSU75E	0.784	-0.35	6.580E-01	
MARCKSL1	0.784	-0.35	2.117E-01	MARCKS-like 1
TRPC7	0.784	-0.351	2.513E-01	Transient receptor potential cation channel, subfamily C, member 7
MRPS11	0.784	-0.351	3.055E-01	
PPARGC1B	0.784	-0.351	1.427E-02	Peroxisome proliferative activated receptor, gamma, coactivator 1 beta
2810432D09RIK	0.784	-0.352	4.025E-01	
MTAP7D1	0.784	-0.352	1.916E-02	
CTNNB1	0.783	-0.353	9.065E-03	Catenin (cadherin associated protein), beta 1
HUWE1	0.783	-0.353	6.175E-02	HECT, UBA and WWE domain containing 1
XKR8	0.783	-0.353	1.574E-01	X Kell blood group precursor related family member 8 homolog
ACADS	0.783	-0.353	4.037E-01	
ZFP3	0.783	-0.354	1.618E-01	Zinc finger protein 3
PIAS4	0.782	-0.354	4.464E-01	
ARHGEF3	0.782	-0.354	9.195E-03	
POLL	0.782	-0.354	1.324E-01	
BC022224	0.782	-0.355	1.257E-01	
2600011E07RIK	0.782	-0.355	2.141E-01	
9530068E07RIK	0.782	-0.355	6.520E-02	RIKEN cDNA 9530068E07 gene
DNER	0.782	-0.355	4.771E-02	Delta/notch-like EGF-related receptor
2610101N10RIK	0.782	-0.356	1.023E-02	
SUV420H1	0.782	-0.356	4.991E-01	Transcribed locus
4732418C07RIK	0.781	-0.356	1.900E-02	
DYNLRB2	0.781	-0.356	1.901E-01	
LOC100044566	0.781	-0.356	4.954E-03	
SLC25A19	0.781	-0.356	4.915E-02	Solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
ZMAT5	0.781	-0.357	5.546E-01	
NRBF2	0.781	-0.357	4.539E-01	Nuclear receptor binding factor 2
MSH2	0.781	-0.357	3.240E-01	Transcribed locus
GJD2	0.781	-0.357	1.726E-02	Gap junction protein, alpha 9
VCL	0.781	-0.357	4.075E-01	Vinculin
TBCEL	0.781	-0.357	1.400E-02	Tubulin folding cofactor E-like
1300018J18RIK	0.78	-0.358	3.933E-01	
BACH2	0.78	-0.358	4.564E-01	BTB and CNC homology 2
NEDD1	0.78	-0.358	2.634E-01	Transcribed locus
GPATCH2	0.78	-0.358	4.593E-02	G patch domain containing 2
GLO1	0.78	-0.358	1.820E-01	Transcribed locus
TRIM26	0.78	-0.358	1.525E-01	Tripartite motif protein 26
SERPINB6A	0.78	-0.358	4.682E-01	
GANAB	0.78	-0.358	8.215E-04	
C630004H02RIK	0.78	-0.358	2.307E-01	
ZFP467	0.78	-0.359	3.604E-01	Zinc finger protein 467
ZFP282	0.78	-0.359	5.993E-03	Transcribed locus
RIN3	0.78	-0.359	1.674E-01	Ras and Rab interactor 3
2810021B07RIK	0.78	-0.359	3.156E-01	
CCNL1	0.779	-0.36	6.684E-01	Transcribed locus, strongly similar to XP_516836.2 cyclin L1 isoform 6 [Pan troglodytes]
SLC25A12	0.779	-0.36	2.273E-01	Transcribed locus, strongly similar to XP_001085208.1 similar to solute carrier family 25 (mitochon
LMAN2	0.779	-0.36	1.352E-01	Lectin, mannose-binding 2
BAT5	0.779	-0.361	2.080E-01	
E130308A19RIK	0.779	-0.361	1.076E-01	RIKEN cDNA E130308A19 gene
BTBD14A	0.778	-0.361	1.023E-02	
FNTB	0.778	-0.362	9.802E-03	Farnesyltransferase, CAAX box, beta
UBXD8	0.778	-0.362	5.650E-02	
MBD1	0.778	-0.362	2.886E-02	
UROD	0.778	-0.362	2.331E-03	Uroporphyrinogen decarboxylase
MCEE	0.778	-0.363	3.323E-01	Methylmalonyl CoA epimerase
HTATSF1	0.778	-0.363	3.620E-04	HIV TAT specific factor 1
TTYH2	0.777	-0.363	2.398E-01	Tweety homolog 2 (Drosophila)
LOC100048299	0.777	-0.363	1.023E-02	
UNK	0.777	-0.364	2.167E-01	Unkempt homolog (Drosophila)
TMEM8	0.777	-0.364	2.307E-01	Transmembrane protein 8 (five membrane-spanning domains)
TPR	0.777	-0.364	1.284E-02	Translocated promoter region
HIST1H2BF	0.777	-0.364	4.775E-01	
AKT3	0.777	-0.364	2.875E-01	Thymoma viral proto-oncogene 3
HIST1H2BH	0.777	-0.364	3.088E-01	
UBAC1	0.777	-0.365	9.704E-03	
ILVBL	0.777	-0.365	3.339E-03	
ZFP276	0.777	-0.365	5.320E-01	Zinc finger protein (C2H2 type) 276
PYCR2	0.776	-0.365	1.065E-02	
GRPEL1	0.776	-0.365	5.036E-01	GrpE-like 1, mitochondrial
ABCC8	0.776	-0.365	5.546E-01	ATP-binding cassette, sub-family C (CFTR/MRP), member 8
EIF4EL3	0.776	-0.365	8.963E-02	
STAG2	0.776	-0.366	3.027E-01	Stromal antigen 2
ZBTB39	0.776	-0.366	1.319E-01	Zinc finger and BTB domain containing 39
2810003C17RIK	0.776	-0.367	4.507E-02	
4933411K20RIK	0.776	-0.367	1.110E-02	RIKEN cDNA 4933411K20 gene
SEPT8	0.776	-0.367	1.182E-01	Transcribed locus
CNOT4	0.775	-0.367	2.571E-01	CCR4-NOT transcription complex, subunit 4
FEZ1	0.775	-0.367	1.653E-02	Fasciculation and elongation protein zeta 1 (zygin I)
SLCO1C1	0.775	-0.368	5.683E-01	Solute carrier organic anion transporter family, member 1c1
ZFP607	0.775	-0.368	7.681E-01	
1190017O12RIK	0.775	-0.368	2.325E-01	
RGMA	0.775	-0.369	2.299E-01	RGM domain family, member A
NARG2	0.774	-0.369	5.270E-01	Transcribed locus
COG1	0.774	-0.369	4.956E-01	
ST3GAL2	0.774	-0.369	4.621E-01	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
IGSF21	0.774	-0.369	2.325E-01	Immunoglobin superfamily, member 21
EXOSC5	0.774	-0.37	1.948E-01	
AASDH	0.774	-0.37	1.882E-01	
ETAA1	0.774	-0.37	9.850E-02	Ewing's tumor-associated antigen 1
LOC100041703	0.774	-0.37	5.378E-01	
ORAOV1	0.774	-0.37	1.411E-01	Oral cancer overexpressed 1
MFN1	0.773	-0.371	1.414E-02	
PHPT1	0.773	-0.371	8.564E-04	
PATL1	0.773	-0.371	1.948E-01	Expressed sequence AV312086
KCNE2	0.773	-0.372	4.915E-01	Potassium voltage-gated channel, Isk-related subfamily, gene 2
RCL1	0.772	-0.373	3.651E-01	RNA terminal phosphate cyclase-like 1
TIMP4	0.772	-0.373	1.220E-01	Tissue inhibitor of metalloproteinase 4
PRKCDBP	0.772	-0.373	1.870E-01	
TGS1	0.772	-0.373	4.732E-01	Transcribed locus, moderately similar to XP_001084320.1 similar to PRIP-interacting protein PIPMT i
PRPF39	0.772	-0.373	5.646E-01	Transcribed locus
ZFP532	0.772	-0.373	4.640E-03	Transcribed locus
MTMR1	0.772	-0.374	4.133E-01	Myotubularin related protein 1
GRIA1	0.772	-0.374	3.887E-01	Transcribed locus
RRBP1	0.772	-0.374	5.224E-01	Ribosome binding protein 1
DLD	0.771	-0.375	3.434E-01	Dihydrolipoamide dehydrogenase
SFRS2	0.771	-0.376	2.350E-01	
HIST1H2AN	0.77	-0.377	5.864E-01	Histone cluster 1, H2an
ST6GALNAC4	0.77	-0.377	5.202E-01	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran
MAPBPIP	0.77	-0.377	4.488E-01	
CHMP2A	0.77	-0.378	1.860E-02	
IFNGR2	0.769	-0.378	5.373E-01	Interferon gamma receptor 2
FNTA	0.769	-0.378	5.151E-04	Farnesyltransferase, CAAX box, alpha
MRPS35	0.769	-0.379	4.012E-01	
COX8B	0.769	-0.379	8.327E-01	Cytochrome c oxidase, subunit VIIIb
LY6C1	0.769	-0.38	4.173E-01	Lymphocyte antigen 6 complex, locus C2
HIST1H1C	0.769	-0.38	3.437E-01	Histone cluster 1, H1c
ETV1	0.769	-0.38	2.994E-01	Transcribed locus
MYH6	0.768	-0.38	8.634E-01	Myosin, heavy polypeptide 6, cardiac muscle, alpha
ST8SIA4	0.768	-0.381	2.995E-01	
SUZ12	0.768	-0.381	1.739E-01	Suppressor of zeste 12 homolog (Drosophila)
DEGS1	0.768	-0.382	1.056E-04	Degenerative spermatocyte homolog 1 (Drosophila)
RNF103	0.767	-0.382	9.389E-04	Ring finger protein 103
CYP2D22	0.767	-0.382	4.463E-01	
VAPB	0.767	-0.382	2.050E-01	Vesicle-associated membrane protein, associated protein B and C
CCDC95	0.767	-0.382	3.569E-01	
SNAPC3	0.767	-0.383	5.546E-05	
ANKRD40	0.767	-0.383	3.415E-01	Ankyrin repeat domain 40
ALDH3B1	0.767	-0.383	7.582E-02	Aldehyde dehydrogenase 3 family, member B1
TMC7	0.767	-0.383	5.878E-02	Transmembrane channel-like gene family 7
2310002B06RIK	0.767	-0.384	3.411E-01	
GPS2	0.766	-0.384	2.672E-01	
FGF1	0.766	-0.384	4.833E-01	Fibroblast growth factor 1
BOLA3	0.766	-0.384	3.675E-01	BolA-like 3 (E. coli)
CDC42EP2	0.766	-0.384	1.147E-02	CDC42 effector protein (Rho GTPase binding) 2
1810055E12RIK	0.766	-0.385	7.351E-02	
CCDC90B	0.765	-0.386	2.454E-01	Coiled-coil domain containing 90B
TMEM132C	0.765	-0.386	2.775E-02	
DPYSL4	0.765	-0.387	6.134E-02	
MMP2	0.765	-0.387	7.628E-02	Matrix metallopeptidase 2
B230312I18RIK	0.764	-0.388	6.825E-02	
SPAG1	0.764	-0.389	2.634E-01	Transcribed locus
BC029214	0.764	-0.389	2.630E-01	
ITPR1	0.764	-0.389	4.897E-02	Inositol 1,4,5-triphosphate receptor 1
BC043301	0.763	-0.389	1.934E-01	
DDT	0.763	-0.389	2.504E-02	
SSFA2	0.763	-0.39	9.704E-03	Transcribed locus
MRPL24	0.763	-0.39	5.525E-01	Mitochondrial ribosomal protein L24
IPMK	0.763	-0.39	4.528E-01	Inositol polyphosphate multikinase
COX7A2	0.763	-0.391	1.481E-01	Transcribed locus, strongly similar to XP_001066719.1 similar to cytochrome c oxidase, subunit 7a 3
ID4	0.762	-0.391	3.323E-01	Inhibitor of DNA binding 4
LRRC16B	0.762	-0.392	3.023E-01	
ANKRD12	0.762	-0.392	9.162E-02	Ankyrin repeat domain 12
DCP1A	0.762	-0.392	2.980E-01	Decapping enzyme
1700019D03RIK	0.762	-0.393	2.316E-02	Transcribed locus
RNUXA	0.762	-0.393	3.559E-01	
CCL3	0.761	-0.393	7.504E-01	
LY9	0.761	-0.394	4.499E-02	Lymphocyte antigen 9
CRLF3	0.761	-0.394	1.357E-02	Cytokine receptor-like factor 3
PLVAP	0.761	-0.394	4.153E-02	Plasmalemma vesicle associated protein
ATP2B3	0.761	-0.394	2.384E-01	
SLC25A38	0.761	-0.394	2.595E-03	
APLP2	0.76	-0.396	5.571E-03	Amyloid beta (A4) precursor-like protein 2
MSH6	0.76	-0.396	9.271E-02	MutS homolog 6 (E. coli)
2810046M22RIK	0.76	-0.396	3.368E-01	
MDK	0.76	-0.397	1.768E-02	
NAPRT1	0.759	-0.397	3.437E-01	Nicotinate phosphoribosyltransferase domain containing 1
SPSB1	0.759	-0.397	2.174E-01	SplA/ryanodine receptor domain and SOCS box containing 1
