Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
ADAMTS1	0.998	-0.003	8.303E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1
TRP53RK	0.998	-0.003	8.631E-01	Transformation related protein 53 regulating kinase
1110020C03RIK	0.998	-0.003	5.007E-01	
DEFB25	0.998	-0.003	5.493E-01	
V1RB9	0.998	-0.003	5.013E-01	
SFRS12IP1	0.998	-0.003	3.857E-01	
RORB	0.998	-0.003	3.793E-01	Transcribed locus
PALM2	0.998	-0.003	3.877E-01	Paralemmin 2
VMN2R29	0.998	-0.003	6.994E-01	
FOXA1	0.998	-0.003	4.384E-01	Forkhead box A1
2310002L09RIK	0.998	-0.003	7.065E-01	RIKEN cDNA 2310002L09 gene
OLFR171	0.998	-0.003	4.243E-01	Olfactory receptor 171
ANKMY1	0.998	-0.003	5.789E-01	Ankyrin repeat and MYND domain containing 1
CCDC110	0.998	-0.003	4.869E-03	Coiled-coil domain containing 110
CCNA1	0.998	-0.003	2.080E-02	Cyclin A1
TAF6L	0.998	-0.003	3.754E-01	
MAFB	0.998	-0.003	2.140E-01	V-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
OLFR518	0.998	-0.003	8.569E-01	Olfactory receptor 518
FOLH1	0.998	-0.003	3.034E-01	Folate hydrolase
APOA1	0.998	-0.003	7.366E-01	
OLFR1271	0.998	-0.003	5.048E-01	Olfactory receptor 1271
NKX6-1	0.998	-0.003	2.344E-01	NK6 transcription factor related, locus 1 (Drosophila)
2810055F11RIK	0.998	-0.003	7.554E-01	
DNALC1	0.998	-0.003	4.774E-01	
POLM	0.998	-0.003	7.673E-01	Polymerase (DNA directed), mu
SCIN	0.998	-0.003	6.718E-01	Scinderin
PILRA	0.998	-0.003	1.972E-01	Paired immunoglobin-like type 2 receptor alpha
EG432637	0.998	-0.003	3.174E-01	
B3GALT2	0.998	-0.003	5.353E-01	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2
TMEM177	0.998	-0.003	8.261E-01	Transcribed locus
DOK6	0.998	-0.003	7.008E-01	
FOXL2	0.998	-0.003	5.113E-01	Forkhead box L2
G6PDX	0.998	-0.003	9.434E-01	Glucose-6-phosphate dehydrogenase X-linked
GPR142	0.998	-0.003	4.847E-01	G protein-coupled receptor 142
CXCR7	0.998	-0.003	1.078E-01	
MAGEB18	0.998	-0.003	3.513E-01	Melanoma antigen family B, 18
COL5A2	0.998	-0.003	1.743E-02	Collagen, type V, alpha 2
KLRA4	0.998	-0.003	8.287E-01	
CAGE1	0.998	-0.003	3.075E-02	Cancer antigen 1
GLYCTK	0.998	-0.003	6.293E-01	RIKEN cDNA 6230410P16 gene
IZUMO1	0.998	-0.003	7.321E-01	Izumo sperm-egg fusion 1
PADI3	0.998	-0.003	4.580E-01	Peptidyl arginine deiminase, type III
BMP8A	0.998	-0.003	7.129E-01	Bone morphogenetic protein 8a
4632415K11RIK	0.998	-0.003	4.635E-01	
LOC100048479	0.998	-0.003	7.373E-01	
1700020C11RIK	0.998	-0.003	7.013E-01	
BC025920	0.998	-0.003	2.044E-01	
NKAIN3	0.998	-0.003	1.342E-01	
SCUBE2	0.998	-0.003	7.419E-01	Signal peptide, CUB domain, EGF-like 2
DOXL2	0.998	-0.003	1.618E-01	Diamine oxidase-like protein 2
V1RI8	0.998	-0.003	1.057E-02	
E030049G20RIK	0.998	-0.003	6.625E-01	
FYTTD1	0.998	-0.003	7.341E-01	Forty-two-three domain containing 1
MGAT5B	0.998	-0.003	1.200E-01	Mannoside acetylglucosaminyltransferase 5, isoenzyme B
EG237300	0.998	-0.003	4.461E-01	
C1RL	0.998	-0.003	1.253E-01	Complement component 1, r subcomponent-like
TDO2	0.998	-0.003	6.420E-01	Tryptophan 2,3-dioxygenase
SDCCAG8	0.998	-0.003	6.216E-01	Serologically defined colon cancer antigen 8
CDH24	0.998	-0.003	3.269E-01	Cadherin-like 24
OLFR13	0.998	-0.003	5.905E-01	Olfactory receptor 13
OLFR138	0.998	-0.003	2.106E-01	Olfactory receptor 138
OLFR853	0.998	-0.003	6.344E-01	Olfactory receptor 853
EAF1	0.998	-0.003	5.148E-01	ELL associated factor 1
AZGP1	0.998	-0.003	1.478E-01	Alpha-2-glycoprotein 1, zinc
HS6ST2	0.998	-0.003	7.526E-01	Heparan sulfate 6-O-sulfotransferase 2
WNK4	0.998	-0.003	4.577E-02	WNK lysine deficient protein kinase 4
2410066E13RIK	0.998	-0.003	5.694E-01	
OLFR1048	0.998	-0.003	7.520E-01	Olfactory receptor 1048
LOXL1	0.998	-0.003	9.900E-01	
2310047O13RIK	0.998	-0.003	6.191E-01	
GOT1L1	0.998	-0.003	2.576E-01	Glutamic-oxaloacetic transaminase 1-like 1
IL4	0.998	-0.003	3.485E-01	
CYP2S1	0.998	-0.003	6.006E-01	Cytochrome P450, family 2, subfamily s, polypeptide 1
MTG1	0.998	-0.003	9.166E-01	Transcribed locus
TTL	0.998	-0.003	4.454E-01	Tubulin tyrosine ligase
RAET1E	0.998	-0.003	6.583E-01	Retinoic acid early transcript 1E
2810408M09RIK	0.998	-0.003	7.707E-01	RIKEN cDNA 2810408M09 gene
DOCK11	0.998	-0.003	3.713E-01	Dedicator of cytokinesis 11
TCEA3	0.998	-0.003	8.670E-01	
OLFR1079	0.998	-0.003	5.332E-01	Olfactory receptor 1079
BDH2	0.998	-0.003	9.549E-01	
HOXB4	0.998	-0.003	6.148E-02	Homeo box B4
SLC37A1	0.998	-0.003	5.230E-01	
SLITRK2	0.998	-0.003	8.082E-01	SLIT and NTRK-like family, member 2
LOC100040799	0.998	-0.003	3.794E-01	
MKL1	0.998	-0.003	4.770E-01	MKL (megakaryoblastic leukemia)/myocardin-like 1
SERPINB7	0.998	-0.003	6.932E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 7
EG546038	0.998	-0.003	6.213E-01	
2310042E22RIK	0.998	-0.003	5.498E-01	RIKEN cDNA 2310042E22 gene
KLK1B9	0.998	-0.003	6.247E-01	Kallikrein 1-related peptidase b9
IFRG15	0.998	-0.003	7.704E-01	
OLFR1280	0.998	-0.003	4.618E-01	Transcribed locus, weakly similar to XP_001117086.1 similar to Olfactory receptor 10T2 (Olfactory r
OLFR96	0.998	-0.003	2.047E-01	Olfactory receptor 96
FZD2	0.998	-0.003	1.872E-01	Frizzled homolog 2 (Drosophila)
PCDH15	0.998	-0.003	6.840E-02	Protocadherin 15
RASGEF1B	0.998	-0.003	1.178E-01	RasGEF domain family, member 1B
GPR27	0.998	-0.003	4.854E-01	G protein-coupled receptor 27
1300003B13RIK	0.998	-0.003	7.466E-01	
CCDC93	0.998	-0.003	5.323E-01	
2610002M06RIK	0.998	-0.003	3.752E-01	RIKEN cDNA 2610002M06 gene
SSXB2	0.998	-0.003	8.146E-01	Synovial sarcoma, X member B, breakpoint 2
MEX3A	0.998	-0.003	5.937E-01	Mex3 homolog A (C. elegans)
CDGAP	0.998	-0.003	6.444E-01	
CLECSF12	0.998	-0.003	4.162E-01	
EFCAB1	0.998	-0.003	5.043E-02	EF hand calcium binding domain 1
SPINK10	0.998	-0.003	1.140E-01	Serine peptidase inhibitor, Kazal type 10
ARR3	0.998	-0.003	6.821E-01	
OLFR1051	0.998	-0.003	7.937E-01	Olfactory receptor 1051
TAP1	0.998	-0.003	4.481E-01	
LOC100048461	0.998	-0.003	6.268E-01	
KCNH5	0.998	-0.003	2.784E-02	Potassium voltage-gated channel, subfamily H (eag-related), member 5
NEUROD6	0.998	-0.003	4.686E-01	Neurogenic differentiation 6
OPRK1	0.998	-0.003	2.995E-01	
PEO1	0.998	-0.003	7.266E-01	Progressive external ophthalmoplegia 1 (human)
CPSF4	0.998	-0.003	7.757E-01	
ANKRD55	0.998	-0.003	4.014E-01	
P2RX2	0.998	-0.003	5.359E-02	
LOC433722	0.998	-0.003	4.964E-01	
NLRP5	0.998	-0.003	8.072E-01	NLR family, pyrin domain containing 5
A930001M12RIK	0.998	-0.003	7.417E-01	
SLC6A19	0.998	-0.003	6.799E-01	
NEK6	0.998	-0.003	3.565E-01	NIMA (never in mitosis gene a)-related expressed kinase 6
STXBP3A	0.998	-0.003	6.029E-01	Syntaxin binding protein 3A
FXYD7	0.998	-0.003	1.057E-01	
APH1C	0.998	-0.003	8.572E-01	Anterior pharynx defective 1c homolog (C. elegans)
LOC100048845	0.998	-0.003	7.361E-01	
CNTLN	0.998	-0.003	6.739E-01	RIKEN cDNA D530005L17 gene
IGJ	0.998	-0.003	7.075E-01	Immunoglobulin joining chain
CABP7	0.998	-0.003	7.631E-01	
TMEM168	0.998	-0.003	6.187E-01	Transmembrane protein 168
GTSE1	0.998	-0.003	6.506E-01	G two S phase expressed protein 1
LRRC4C	0.998	-0.003	9.033E-01	Leucine rich repeat containing 4C
GLDN	0.998	-0.003	5.908E-02	Gliomedin
FUT4	0.998	-0.003	1.291E-01	Fucosyltransferase 4
SLC17A8	0.998	-0.003	1.515E-01	Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8
CCL7	0.998	-0.003	4.521E-01	Chemokine (C-C motif) ligand 7
MAP3K7	0.998	-0.003	6.797E-01	Mitogen activated protein kinase kinase kinase 7
FKBPL	0.998	-0.003	8.554E-01	
BC068157	0.998	-0.003	7.890E-01	CDNA sequence BC068157
F13A1	0.998	-0.003	7.077E-01	Coagulation factor XIII, A1 subunit
GPR23	0.998	-0.003	3.181E-01	
FGD6	0.998	-0.003	6.045E-01	FYVE, RhoGEF and PH domain containing 6
ASB1	0.998	-0.003	3.131E-01	Ankyrin repeat and SOCS box-containing protein 1
EG619517	0.998	-0.003	7.310E-01	
RBMXRT	0.998	-0.003	2.430E-01	
PSRC1	0.998	-0.003	1.038E-01	
1700029I15RIK	0.998	-0.003	9.905E-01	
RAVER2	0.998	-0.003	3.033E-01	Ribonucleoprotein, PTB-binding 2
DGKA	0.998	-0.003	9.949E-01	Diacylglycerol kinase, alpha
GTF2A2	0.998	-0.003	4.760E-01	Transcribed locus
PANK3	0.998	-0.003	7.912E-01	Pantothenate kinase 3
CAB39	0.998	-0.003	8.738E-01	Calcium binding protein 39
MYH7	0.998	-0.003	4.510E-01	Myosin, heavy polypeptide 7, cardiac muscle, beta
CD7	0.998	-0.003	4.410E-01	CD7 antigen
ABCA12	0.998	-0.003	5.654E-01	
TRHR2	0.998	-0.003	3.613E-01	Thyrotropin releasing hormone receptor 2
AV249152	0.998	-0.003	1.958E-01	
CD3G	0.998	-0.003	1.583E-01	
TTF2	0.998	-0.003	2.798E-01	Transcription termination factor, RNA polymerase II
ABPG	0.998	-0.003	7.826E-01	
V1RC1	0.998	-0.003	6.562E-01	
SVA	0.998	-0.003	4.461E-01	
PPAP2C	0.998	-0.003	4.321E-01	Phosphatidic acid phosphatase type 2c
CCDC46	0.998	-0.003	3.898E-01	
SPRR4	0.998	-0.003	4.636E-01	Small proline-rich protein 4
OLFR1337	0.998	-0.003	7.160E-01	Olfactory receptor 1337
SLC38A5	0.998	-0.003	9.932E-01	Transcribed locus, strongly similar to XP_001138126.1 amino acid transport system N2 isoform 1 [Pan
HABP4	0.998	-0.003	7.857E-01	Hyaluronic acid binding protein 4
PEX11C	0.998	-0.003	3.486E-01	
FREQ	0.998	-0.003	6.025E-01	
PDCD4	0.998	-0.003	4.305E-01	
XRCC5	0.998	-0.003	4.576E-01	
ITGAD	0.998	-0.003	3.419E-01	Integrin, alpha D
ASB4	0.998	-0.003	7.307E-01	Transcribed locus
IL1F5	0.998	-0.003	1.916E-01	Interleukin 1 family, member 5 (delta)
CCDC87	0.998	-0.003	5.292E-01	Coiled-coil domain containing 87
ACO1	0.998	-0.003	7.013E-01	Aconitase 1
ELK4	0.998	-0.003	6.403E-01	ELK4, member of ETS oncogene family
SNAPC5	0.998	-0.003	3.597E-01	
4933409N07RIK	0.998	-0.003	5.798E-01	
BPIL1	0.998	-0.003	6.813E-01	
4930465K10Rik	0.998	-0.003	7.943E-01	
RXFP3	0.998	-0.003	3.383E-02	Relaxin family peptide receptor 3
CAPSL	0.998	-0.003	6.723E-01	Calcyphosine-like
BIK	0.998	-0.003	3.661E-01	
KIF9	0.998	-0.003	3.013E-01	Kinesin family member 9
EG194588	0.998	-0.003	4.755E-01	
OC90	0.998	-0.003	6.299E-01	Otoconin 90
GPSM3	0.998	-0.003	2.294E-01	G-protein signalling modulator 3 (AGS3-like, C. elegans)
AIRE	0.998	-0.003	4.633E-01	
RNF32	0.998	-0.003	1.799E-01	Transcribed locus
PODN	0.998	-0.003	1.042E-02	
TMEM144	0.998	-0.003	2.050E-01	Transcribed locus
9630033F20RIK	0.998	-0.003	1.763E-01	RIKEN cDNA 9630033F20 gene
PLEKHA8	0.998	-0.003	9.750E-01	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8
METTL4	0.998	-0.003	3.451E-01	
OLFR846	0.998	-0.003	4.461E-01	Olfactory receptor 846
BC038822	0.998	-0.003	1.162E-01	
OLFR630	0.998	-0.003	8.261E-01	Olfactory receptor 630
LOC625360	0.998	-0.003	5.662E-02	
SFMBT2	0.998	-0.003	7.601E-02	Scm-like with four mbt domains 2
DPF1	0.998	-0.003	5.905E-01	Transcribed locus
AI451557	0.998	-0.003	4.850E-01	
ELF2	0.998	-0.003	6.188E-01	E74-like factor 2
SMARCD1	0.998	-0.003	4.251E-01	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
GSN	0.998	-0.003	7.930E-01	Gelsolin
BB146404	0.998	-0.003	3.048E-02	
1110034B05RIK	0.998	-0.003	6.743E-01	
SNCA	0.998	-0.003	7.294E-01	Synuclein, alpha
A230106N23RIK	0.998	-0.003	1.412E-01	
FGF21	0.998	-0.003	6.694E-01	Fibroblast growth factor 21
WDR31	0.998	-0.003	3.407E-01	WD repeat domain 31
CITED1	0.998	-0.003	7.909E-01	
PBX4	0.998	-0.003	7.428E-01	Pre-B-cell leukemia transcription factor 4
KCNA5	0.998	-0.003	1.601E-01	Potassium voltage-gated channel, shaker-related subfamily, member 5
4932418E24RIK	0.998	-0.003	7.755E-01	RIKEN cDNA 4932418E24 gene
GM854	0.998	-0.003	3.656E-01	
CEACAM13	0.998	-0.003	7.505E-01	CEA-related cell adhesion molecule 13
ISL2	0.998	-0.003	6.661E-01	Insulin related protein 2 (islet 2)
IQGAP3	0.998	-0.003	6.644E-01	IQ motif containing GTPase activating protein 3
PDE10A	0.998	-0.003	7.196E-01	
ONECUT3	0.998	-0.003	8.003E-01	One cut domain, family member 3
TMEM106A	0.998	-0.003	4.840E-02	Transmembrane protein 106A
OLFR131	0.998	-0.003	7.826E-01	Olfactory receptor 131
GIMAP8	0.998	-0.003	5.557E-01	Transcribed locus
PTTG1	0.998	-0.003	6.590E-01	Transcribed locus
CRYGE	0.998	-0.003	7.207E-02	Crystallin, gamma E
CCDC125	0.998	-0.003	6.886E-01	Coiled-coil domain containing 125
IFT57	0.998	-0.003	6.048E-01	Intraflagellar transport 57 homolog (Chlamydomonas)
NFYA	0.998	-0.003	8.369E-02	Transcribed locus
RBKS	0.998	-0.003	4.156E-01	Ribokinase
APEX1	0.998	-0.003	3.674E-01	Apurinic/apyrimidinic endonuclease 1
ATXN3	0.998	-0.003	8.687E-01	Ataxin 3
FRZB	0.998	-0.003	4.487E-01	Frizzled-related protein
HIST2H2AB	0.998	-0.003	4.059E-01	Histone cluster 2, H2ab
SERPINA3G	0.998	-0.003	5.332E-01	Serine (or cysteine) peptidase inhibitor, clade A, member 3G
BCORL1	0.998	-0.003	3.836E-01	BCL6 co-repressor-like 1
AW551984	0.998	-0.003	7.520E-01	Expressed sequence AW551984
OLFR1353	0.998	-0.003	6.053E-01	Olfactory receptor 1353
GPR109A	0.998	-0.003	9.399E-02	
FAP	0.998	-0.003	2.661E-01	
TEAD4	0.998	-0.003	8.114E-01	TEA domain family member 4
MUC1	0.998	-0.003	1.164E-01	Mucin 1, transmembrane
MALL	0.998	-0.003	7.879E-01	Mal, T-cell differentiation protein-like
BHMT2	0.998	-0.003	2.820E-02	Betaine-homocysteine methyltransferase 2
PYCR1	0.998	-0.003	7.720E-01	Pyrroline-5-carboxylate reductase 1
PRDX6	0.998	-0.003	7.126E-01	
FANCL	0.998	-0.003	8.545E-01	Fanconi anemia, complementation group L
CRYBA2	0.998	-0.003	1.116E-02	
CD48	0.998	-0.003	1.317E-01	CD48 antigen
F12	0.998	-0.003	3.661E-01	Coagulation factor XII (Hageman factor)
GPATCH4	0.998	-0.003	2.767E-01	G patch domain containing 4
LOC100048056	0.998	-0.003	7.025E-01	
CNTNAP5A	0.998	-0.003	1.143E-01	Contactin associated protein-like 5A
JAZF1	0.998	-0.003	8.979E-01	Transcribed locus
BIRC3	0.998	-0.003	1.665E-01	
CPLX3	0.998	-0.004	6.401E-01	Complexin 3
GLRA4	0.998	-0.004	7.892E-01	
GP5	0.998	-0.004	5.590E-01	Glycoprotein 5 (platelet)
DTWD1	0.998	-0.004	7.369E-01	Transcribed locus, moderately similar to XP_001113941.1 similar to DTW domain containing 1 isoform
NRG3	0.998	-0.004	5.970E-02	
TUBA3A	0.998	-0.004	6.743E-01	Tubulin, alpha 3A
DOK2	0.998	-0.004	6.101E-02	
DUSP3	0.998	-0.004	4.614E-01	Dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
TAS2R117	0.998	-0.004	5.618E-01	Taste receptor, type 2, member 117
2510010F15RIK	0.998	-0.004	8.379E-01	
INVS	0.998	-0.004	4.527E-02	Inversin
SAG	0.998	-0.004	2.125E-01	
TBX5	0.998	-0.004	7.137E-01	T-box 5
HCR	0.998	-0.004	2.301E-01	
TOR2A	0.998	-0.004	7.454E-01	
DLX5	0.998	-0.004	6.959E-01	Distal-less homeobox 5
NAPSA	0.998	-0.004	7.724E-01	Napsin A aspartic peptidase
D3ERTD300E	0.998	-0.004	4.633E-01	
GM1679	0.998	-0.004	6.981E-01	
DUB1A	0.998	-0.004	8.632E-01	
UPK2	0.998	-0.004	9.319E-01	Uroplakin 2
PCDHB6	0.998	-0.004	8.780E-01	
MATN2	0.998	-0.004	2.398E-01	Matrilin 2
DIO3	0.998	-0.004	4.285E-01	Deiodinase, iodothyronine type III
RAB11FIP2	0.998	-0.004	7.970E-01	Transcribed locus
TNRC4	0.998	-0.004	5.521E-01	
TMEM40	0.998	-0.004	5.728E-01	Transmembrane protein 40
HRH2	0.998	-0.004	4.854E-01	Histamine receptor H 2
C030014K22RIK	0.997	-0.004	9.453E-01	
GM773	0.997	-0.004	6.276E-01	Gene model 773, (NCBI)
IGHMBP2	0.997	-0.004	4.444E-01	Immunoglobulin mu binding protein 2
GGTLA1	0.997	-0.004	8.748E-02	
RALGPS1	0.997	-0.004	1.559E-01	Ral GEF with PH domain and SH3 binding motif 1
HTR1D	0.997	-0.004	5.905E-01	5-hydroxytryptamine (serotonin) receptor 1D
GATA1	0.997	-0.004	4.960E-01	GATA binding protein 1
NAGS	0.997	-0.004	8.250E-01	N-acetylglutamate synthase
1700012H05RIK	0.997	-0.004	3.907E-02	
HRASLS5	0.997	-0.004	7.817E-01	HRAS-like suppressor family, member 5
2410004B18RIK	0.997	-0.004	6.122E-01	
VIT	0.997	-0.004	5.417E-01	Vitrin
C3AR1	0.997	-0.004	6.666E-01	Complement component 3a receptor 1
GPC3	0.997	-0.004	8.341E-01	Glypican 3
OLFR1157	0.997	-0.004	7.324E-01	Olfactory receptor 1157
IRF4	0.997	-0.004	1.821E-01	Interferon regulatory factor 4
EID1	0.997	-0.004	5.971E-01	EP300 interacting inhibitor of differentiation 1
KISS1	0.997	-0.004	4.416E-03	
MRE11A	0.997	-0.004	5.715E-01	
PIPOX	0.997	-0.004	7.391E-01	
CPA4	0.997	-0.004	7.964E-01	Carboxypeptidase A4
SCML2	0.997	-0.004	5.433E-01	Sex comb on midleg-like 2 (Drosophila)
NUS1	0.997	-0.004	7.507E-01	Nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
TIPRL	0.997	-0.004	8.199E-01	TIP41, TOR signalling pathway regulator-like (S. cerevisiae)
AI553587	0.997	-0.004	7.107E-01	
PRX	0.997	-0.004	8.250E-01	Periaxin
XDH	0.997	-0.004	8.830E-01	Xanthine dehydrogenase
SETMAR	0.997	-0.004	6.622E-01	
HDAC5	0.997	-0.004	9.878E-01	
NRSN1	0.997	-0.004	6.628E-01	
1700039E15RIK	0.997	-0.004	8.443E-01	RIKEN cDNA 1700039E15 gene
MARS2	0.997	-0.004	5.868E-01	Methionine-tRNA synthetase 2 (mitochondrial)
TNFRSF1B	0.997	-0.004	5.009E-01	Tumor necrosis factor receptor superfamily, member 1b
PSTPIP1	0.997	-0.004	2.065E-01	
F8	0.997	-0.004	3.998E-01	Coagulation factor VIII
MLLT1	0.997	-0.004	4.459E-01	Myeloid/lymphoid or mixed lineage-leukemia translocation to 1 homolog (Drosophila)
E430028B21RIK	0.997	-0.004	5.900E-01	
NEK8	0.997	-0.004	3.967E-01	Transcribed locus
ITGAV	0.997	-0.004	3.755E-01	Integrin alpha V
ZFP764	0.997	-0.004	4.910E-01	Zinc finger protein 764
FCRL1	0.997	-0.004	4.803E-02	
PDCD6IP	0.997	-0.004	7.460E-01	Programmed cell death 6 interacting protein
LOC100048071	0.997	-0.004	7.520E-01	
BGLAP-RS1	0.997	-0.004	2.744E-01	
TMED2	0.997	-0.004	7.826E-01	Transmembrane emp24 domain trafficking protein 2
EG547109	0.997	-0.004	7.134E-01	
BAP1	0.997	-0.004	9.845E-01	Brca1 associated protein 1
NKX2-5	0.997	-0.004	7.306E-01	NK2 transcription factor related, locus 5 (Drosophila)
EVX1	0.997	-0.004	7.009E-01	Even skipped homeotic gene 1 homolog
CCR6	0.997	-0.004	3.198E-03	Transcribed locus
ARHGAP6	0.997	-0.004	3.323E-02	Rho GTPase activating protein 6
SFXN3	0.997	-0.004	6.531E-01	Sideroflexin 3
LOC100045280	0.997	-0.004	4.656E-01	
GLT25D2	0.997	-0.004	3.878E-03	
1700049G17RIK	0.997	-0.004	5.621E-01	RIKEN cDNA 1700049G17 gene
4930455C21RIK	0.997	-0.004	9.407E-01	
C030030A07RIK	0.997	-0.004	1.586E-01	
C330046G03RIK	0.997	-0.004	4.346E-01	
PBX3	0.997	-0.004	5.432E-01	
VIPR1	0.997	-0.004	3.536E-02	Vasoactive intestinal peptide receptor 1
SDCBP2	0.997	-0.004	1.077E-01	Syndecan binding protein (syntenin) 2
PNN	0.997	-0.004	7.358E-01	Pinin
OLFR101	0.997	-0.004	4.765E-01	Olfactory receptor 101
KCNJ1	0.997	-0.004	8.244E-01	Potassium inwardly-rectifying channel, subfamily J, member 1
PAPLN	0.997	-0.004	1.929E-02	
OTOP2	0.997	-0.004	2.176E-01	Otopetrin 2
PITPNC1	0.997	-0.004	6.541E-01	Phosphatidylinositol transfer protein, cytoplasmic 1
EG232801	0.997	-0.004	2.569E-01	
THSD1	0.997	-0.004	3.949E-01	Thrombospondin, type I, domain 1
ZFAND1	0.997	-0.004	5.557E-01	
PTPDC1	0.997	-0.004	9.844E-01	Protein tyrosine phosphatase domain containing 1
HYOU1	0.997	-0.004	3.407E-01	Hypoxia up-regulated 1
CRYBB3	0.997	-0.004	6.951E-02	
OPTN	0.997	-0.004	9.351E-01	Optineurin
EIF4G2	0.997	-0.004	9.820E-01	Eukaryotic translation initiation factor 4, gamma 2
ARNTL2	0.997	-0.004	3.540E-02	Aryl hydrocarbon receptor nuclear translocator-like 2
CENTD2	0.997	-0.004	7.417E-01	
NDUFAF1	0.997	-0.004	9.907E-01	Transcribed locus
4933434I06RIK	0.997	-0.004	2.538E-02	
VSIG2	0.997	-0.004	2.458E-01	V-set and immunoglobulin domain containing 2
DDEFL1	0.997	-0.004	1.594E-01	
D330014H01RIK	0.997	-0.004	1.118E-01	
DYRK1A	0.997	-0.004	3.486E-01	
HMOX1	0.997	-0.004	1.333E-01	Heme oxygenase (decycling) 1
MYOC	0.997	-0.004	1.914E-01	Myocilin
UCN3	0.997	-0.004	6.925E-01	Urocortin 3
SPEER2	0.997	-0.004	6.883E-01	Spermatogenesis associated glutamate (E)-rich protein 2
GSG2	0.997	-0.004	4.899E-02	Germ cell-specific gene 2
PIK3AP1	0.997	-0.004	2.969E-01	Phosphoinositide-3-kinase adaptor protein 1
D830050J10RIK	0.997	-0.004	3.919E-01	
SLC45A2	0.997	-0.004	6.876E-01	Solute carrier family 45, member 2
SEC24D	0.997	-0.004	1.715E-01	SEC24 related gene family, member D (S. cerevisiae)
MRPL30	0.997	-0.004	9.917E-01	Similar to 39S ribosomal protein L30, mitochondrial precursor (L30mt) (MRP-L30)
2310046O06RIK	0.997	-0.004	5.761E-01	
HIF3A	0.997	-0.004	3.294E-01	Hypoxia inducible factor 3, alpha subunit
1700022C21RIK	0.997	-0.004	4.841E-01	
HRK	0.997	-0.004	4.300E-01	Transcribed locus
OLFR51	0.997	-0.004	7.897E-01	Olfactory receptor 51
CSPG4	0.997	-0.004	4.407E-01	Chondroitin sulfate proteoglycan 4
HN1L	0.997	-0.004	4.392E-01	Hematological and neurological expressed 1-like
OLFR1099	0.997	-0.004	6.577E-01	Olfactory receptor 1099
NMU	0.997	-0.004	6.081E-01	Neuromedin U
GPR35	0.997	-0.004	6.920E-01	G protein-coupled receptor 35
MAP3K6	0.997	-0.004	2.599E-01	Mitogen-activated protein kinase kinase kinase 6
OLFR486	0.997	-0.004	7.520E-01	Olfactory receptor 486
ZFP78	0.997	-0.004	7.720E-01	Zinc finger protein 78
CD5L	0.997	-0.004	7.462E-01	CD5 antigen-like
4933425O20RIK	0.997	-0.004	6.103E-01	
HS3ST3A1	0.997	-0.004	9.169E-01	Heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
CCBP2	0.997	-0.004	2.354E-02	
NECAB3	0.997	-0.004	5.279E-01	Amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein
2610528E23RIK	0.997	-0.004	4.313E-01	
AKR1C13	0.997	-0.004	6.416E-01	Aldo-keto reductase family 1, member C13
ZMYND15	0.997	-0.004	2.262E-01	
OLFR91	0.997	-0.004	7.462E-01	Olfactory receptor 91
WDR33	0.997	-0.004	7.025E-01	WD repeat domain 33
SAMD11	0.997	-0.004	1.769E-02	sterile alpha motif domain containing 11
TPO	0.997	-0.004	1.140E-01	Thyroid peroxidase
LOC100044576	0.997	-0.004	8.561E-01	
TUBA3B	0.997	-0.004	3.823E-01	Tubulin, alpha 3B
NRG1	0.997	-0.004	7.462E-01	Transcribed locus, strongly similar to NP_848706.2 1 [Mus musculus]
GOLT1B	0.997	-0.004	5.543E-01	Golgi transport 1 homolog B (S. cerevisiae)
OLFR174	0.997	-0.004	5.857E-01	
PMEPA1	0.997	-0.004	1.305E-01	Transcribed locus
NAALAD2	0.997	-0.004	5.756E-01	N-acetylated alpha-linked acidic dipeptidase 2
STAT5A	0.997	-0.004	6.940E-01	
BAZ1A	0.997	-0.004	7.502E-01	
DAGLB	0.997	-0.004	6.009E-01	
RASL11A	0.997	-0.004	7.184E-01	
RDH9	0.997	-0.004	4.891E-02	Retinol dehydrogenase 9
BC052328	0.997	-0.004	3.770E-01	
CD109	0.997	-0.004	7.373E-01	CD109 antigen
ADAMTSL2	0.997	-0.004	1.193E-01	
HCRTR1	0.997	-0.004	2.546E-02	
EG329763	0.997	-0.004	2.116E-02	
DUX	0.997	-0.004	7.929E-01	RIKEN cDNA 4933403O03 gene
CYP4B1	0.997	-0.004	5.931E-01	Cytochrome P450, family 4, subfamily b, polypeptide 1
OLFR1049	0.997	-0.004	7.157E-01	Olfactory receptor 1049
RNF2	0.997	-0.004	7.251E-02	Transcribed locus
LEPRE1	0.997	-0.004	6.978E-01	Leprecan 1
