Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
MMP17	0.799	-0.324	2.546E-01	Transcribed locus
NTAN1	0.799	-0.324	2.500E-02	Transcribed locus, moderately similar to XP_510838.2 N-terminal Asn amidase [Pan troglodytes]
UBE2A	0.799	-0.324	1.904E-01	Ubiquitin-conjugating enzyme E2A, RAD6 homolog (S. cerevisiae)
1700019D03RIK	0.799	-0.324	4.958E-02	Transcribed locus
PDLIM7	0.798	-0.325	2.851E-01	
NPY1R	0.798	-0.325	1.104E-01	Neuropeptide Y receptor Y1
ELTD1	0.798	-0.325	3.383E-01	EGF, latrophilin seven transmembrane domain containing 1
ARL6	0.798	-0.325	2.580E-01	
ADRBK1	0.798	-0.325	9.002E-04	
DHX33	0.798	-0.326	5.459E-01	DEAH (Asp-Glu-Ala-His) box polypeptide 33
MTAP6	0.798	-0.326	9.239E-03	
NDUFC1	0.798	-0.326	3.513E-01	Transcribed locus, moderately similar to XP_001087956.1 similar to NADH dehydrogenase (ubiquinone)
NAP1L5	0.798	-0.326	1.862E-01	
RABGGTB	0.798	-0.326	1.073E-03	
PCGF1	0.798	-0.326	4.911E-02	
2310001A20RIK	0.797	-0.327	1.241E-01	
DLAT	0.797	-0.327	2.123E-01	Dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
VTN	0.797	-0.327	1.748E-01	Vitronectin
NUDT19	0.797	-0.327	1.996E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 19
PPA1	0.797	-0.328	2.123E-02	
PER1	0.797	-0.328	5.005E-01	Period homolog 1 (Drosophila)
BAHCC1	0.796	-0.329	5.107E-02	BAH domain and coiled-coil containing 1
PIGF	0.796	-0.329	8.408E-03	Phosphatidylinositol glycan anchor biosynthesis, class F
OCIAD1	0.796	-0.329	6.329E-03	
RPH3A	0.796	-0.33	3.862E-01	Rabphilin 3A
RWDD1	0.796	-0.33	2.098E-02	Transcribed locus, strongly similar to XP_001111296.1 RWD domain containing 1 isoform 3 [Macaca mul
GCN5L2	0.795	-0.33	3.992E-01	
EDNRB	0.795	-0.33	1.753E-01	
PROSAPIP1	0.795	-0.331	9.930E-03	
MRPS26	0.795	-0.331	1.157E-01	
CAV1	0.795	-0.332	5.593E-01	Caveolin, caveolae protein 1
MACROD1	0.795	-0.332	4.688E-01	MACRO domain containing 1
NAALADL1	0.794	-0.332	7.201E-01	
NAPA	0.794	-0.332	1.290E-01	N-ethylmaleimide sensitive fusion protein attachment protein alpha
EXDL2	0.794	-0.332	1.169E-02	
AMIGO2	0.794	-0.332	5.629E-02	Transcribed locus
RSAD1	0.794	-0.333	2.298E-01	Radical S-adenosyl methionine domain containing 1
LOC100046898	0.794	-0.333	4.171E-01	
PRKCDBP	0.794	-0.333	1.856E-01	
NGFRAP1	0.794	-0.333	7.497E-03	Transcribed locus
LOC677528	0.794	-0.333	7.237E-02	
MARCH7	0.793	-0.334	1.157E-01	
MAGED1	0.793	-0.334	1.903E-04	
IDS	0.793	-0.334	1.802E-02	Iduronate 2-sulfatase
SLC38A5	0.793	-0.334	2.338E-01	Transcribed locus, strongly similar to XP_001138126.1 amino acid transport system N2 isoform 1 [Pan
MCRS1	0.793	-0.335	2.113E-01	Microspherule protein 1
SRPK2	0.793	-0.335	9.496E-02	Serine/arginine-rich protein specific kinase 2
PIP5KL1	0.793	-0.335	6.391E-02	Phosphatidylinositol-4-phosphate 5-kinase-like 1
PITPNA	0.793	-0.335	6.855E-03	Phosphatidylinositol transfer protein, alpha
CUX2	0.793	-0.335	2.952E-01	Cut-like 2 (Drosophila)
BC002163	0.792	-0.336	3.151E-01	
2010005J08RIK	0.792	-0.336	3.600E-01	
PEG3	0.792	-0.336	1.918E-02	Paternally expressed 3
RAD17	0.792	-0.337	2.086E-01	Transcribed locus
MFN2	0.792	-0.337	1.209E-02	CDNA, clone:Y2G0104G03, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000070835, bas
SIRT1	0.792	-0.337	3.817E-01	Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)
IL17D	0.792	-0.337	6.707E-03	Interleukin 17D
YAF2	0.792	-0.337	3.468E-01	Transcribed locus
SLC45A4	0.792	-0.337	4.271E-01	Transcribed locus, moderately similar to XP_001082723.1 similar to proton-associated sugar transpor
DDAH1	0.792	-0.337	3.766E-01	Dimethylarginine dimethylaminohydrolase 1
H13	0.791	-0.338	1.829E-01	
SLC12A3	0.791	-0.338	3.787E-01	Solute carrier family 12, member 3
EXTL1	0.791	-0.338	3.617E-01	Exostoses (multiple)-like 1
MAP1LC3A	0.791	-0.339	4.794E-01	
SLCO3A1	0.791	-0.339	1.151E-01	Solute carrier organic anion transporter family, member 3a1
RPA3	0.791	-0.339	8.213E-02	
DBP	0.79	-0.339	2.269E-01	
SURF1	0.79	-0.339	2.028E-01	
MIC2L1	0.79	-0.34	2.090E-02	
REPIN1	0.79	-0.34	1.245E-01	Replication initiator 1
BZRAP1	0.79	-0.34	2.883E-02	
RHOBTB2	0.79	-0.34	2.112E-01	Transcribed locus
MED24	0.79	-0.34	2.626E-03	Mediator complex subunit 24
GPR12	0.789	-0.341	1.258E-01	G-protein coupled receptor 12
SMU1	0.789	-0.341	4.181E-01	Smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
SLC20A1	0.789	-0.341	4.043E-01	Transcribed locus
PPP2R2B	0.789	-0.342	4.988E-01	Transcribed locus, moderately similar to XP_001092928.1 similar to gamma isoform of regulatory subu
PDHA1	0.789	-0.342	3.711E-01	Pyruvate dehydrogenase E1 alpha 1
LASS4	0.789	-0.342	2.410E-01	
AI593442	0.789	-0.342	3.155E-01	
RAPGEFL1	0.789	-0.342	6.203E-02	Rap guanine nucleotide exchange factor (GEF)-like 1
GBF1	0.789	-0.343	9.372E-02	Golgi-specific brefeldin A-resistance factor 1
CSNK2A2	0.788	-0.343	3.308E-01	
PUM2	0.788	-0.343	1.876E-01	Pumilio 2 (Drosophila)
RAB27A	0.788	-0.343	8.243E-02	RAB27A, member RAS oncogene family
PI4KA	0.788	-0.343	3.838E-01	Phosphatidylinositol 4-kinase, catalytic, alpha polypeptide
PGAM2	0.788	-0.344	7.096E-01	Transcribed locus, moderately similar to XP_001104143.1 phosphoglycerate mutase 1 (brain) isoform 2
ULK1	0.788	-0.344	8.370E-02	Unc-51 like kinase 1 (C. elegans)
MRPL38	0.788	-0.344	8.554E-04	Mitochondrial ribosomal protein L38
9630015D15RIK	0.788	-0.344	3.833E-01	
UBTD2	0.788	-0.344	2.765E-01	Transcribed locus
CCBL1	0.788	-0.344	2.384E-02	
WNK2	0.788	-0.344	6.114E-01	WNK lysine deficient protein kinase 2
COG6	0.787	-0.345	4.859E-03	Component of oligomeric golgi complex 6
P140	0.787	-0.345	5.248E-01	
PPME1	0.787	-0.345	5.925E-03	Protein phosphatase methylesterase 1
LTK	0.787	-0.346	1.962E-01	Leukocyte tyrosine kinase
AGXT2L1	0.787	-0.346	9.823E-02	
WDR37	0.787	-0.346	3.546E-02	WD repeat domain 37
MIPEP	0.787	-0.346	4.244E-02	Mitochondrial intermediate peptidase
CCDC43	0.787	-0.346	9.030E-02	Coiled-coil domain containing 43
SLC25A44	0.786	-0.347	1.368E-01	Solute carrier family 25, member 44
TGOLN1	0.786	-0.347	1.444E-01	Trans-golgi network protein
PSD2	0.786	-0.347	1.183E-01	Pleckstrin and Sec7 domain containing 2
NPDC1	0.786	-0.347	2.083E-01	CDNA, clone:Y2G0128K02, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000055921, ba
ARMC6	0.786	-0.348	5.270E-01	Armadillo repeat containing 6
A230050P20RIK	0.786	-0.348	1.111E-01	
AP2S1	0.786	-0.348	1.178E-01	Adaptor-related protein complex 2, sigma 1 subunit
2610524A10RIK	0.786	-0.348	3.682E-01	
ATP5C1	0.785	-0.349	1.390E-01	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
USP22	0.785	-0.349	4.844E-05	Ubiquitin specific peptidase 22
DYM	0.785	-0.349	6.824E-02	Transcribed locus
LOC667609	0.785	-0.349	6.887E-02	
NDUFV1	0.785	-0.35	8.850E-03	NADH dehydrogenase (ubiquinone) flavoprotein 1
TSEN34	0.785	-0.35	3.730E-02	TRNA splicing endonuclease 34 homolog (SEN34, S. cerevisiae)
ERGIC2	0.785	-0.35	3.958E-01	Transcribed locus
METTL2	0.785	-0.35	2.814E-01	Methyltransferase like 2
TOR1A	0.784	-0.35	1.392E-01	
HDGF	0.784	-0.351	2.336E-04	Hepatoma-derived growth factor
HINT1	0.784	-0.351	3.637E-02	
ACAA2	0.784	-0.352	6.687E-01	Acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
CORO6	0.784	-0.352	3.200E-01	Coronin, actin binding protein 6
SECISBP2	0.783	-0.353	5.199E-01	SECIS binding protein 2
TBC1D20	0.783	-0.353	3.719E-01	TBC1 domain family, member 20
TBR1	0.783	-0.353	2.503E-02	T-box brain gene 1
SLC6A1	0.782	-0.354	2.754E-02	Transcribed locus
DYRK1B	0.782	-0.354	2.732E-01	
PPM1D	0.782	-0.355	1.099E-01	Transcribed locus
CALM2	0.782	-0.355	5.313E-01	
NDUFS3	0.782	-0.355	6.241E-02	
GJD2	0.782	-0.356	1.118E-02	Gap junction protein, alpha 9
SCP2	0.781	-0.356	3.205E-01	Transcribed locus
SH3GLB2	0.781	-0.357	9.127E-03	
SLC25A16	0.781	-0.358	4.200E-01	Solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16
DOLK	0.78	-0.358	6.455E-03	Dolichol kinase
VGF	0.78	-0.358	4.271E-01	VGF nerve growth factor inducible
HELZ	0.78	-0.358	3.701E-01	Helicase with zinc finger domain
NDUFV2	0.779	-0.359	5.397E-02	
SORCS3	0.779	-0.361	1.348E-02	Sortilin-related VPS10 domain containing receptor 3
USP47	0.779	-0.361	2.983E-03	Ubiquitin specific peptidase 47
BBS5	0.778	-0.362	2.402E-02	Bardet-Biedl syndrome 5 (human)
ANKRD1	0.778	-0.362	7.055E-01	Ankyrin repeat domain 1 (cardiac muscle)
PPP3R1	0.778	-0.362	2.060E-02	Transcribed locus
TRPC7	0.778	-0.362	1.545E-01	Transient receptor potential cation channel, subfamily C, member 7
UFC1	0.778	-0.363	1.002E-01	
ARHGEF4	0.777	-0.363	2.999E-05	Rho guanine nucleotide exchange factor (GEF) 4
FASTK	0.777	-0.364	3.170E-01	Fas-activated serine/threonine kinase
SLC30A5	0.777	-0.364	1.366E-02	Transcribed locus, strongly similar to XP_001090696.1 similar to zinc transporter ZTL1 isoform 1 is
HTATIP	0.777	-0.364	3.130E-01	
SH3GL1	0.777	-0.364	2.098E-01	
KLHDC2	0.776	-0.365	1.177E-03	
D9WSU20E	0.776	-0.366	3.821E-02	
CFP	0.776	-0.366	1.842E-02	Complement factor properdin
RAB9B	0.776	-0.367	1.261E-01	Transcribed locus
GNPTG	0.775	-0.367	1.155E-03	N-acetylglucosamine-1-phosphotransferase, gamma subunit
COPG	0.775	-0.367	1.490E-02	
HCN3	0.775	-0.367	3.803E-01	Hyperpolarization-activated, cyclic nucleotide-gated K+ 3
IFT20	0.775	-0.368	2.311E-05	
RUFY3	0.775	-0.368	2.048E-02	RUN and FYVE domain containing 3
TMEM41B	0.775	-0.368	5.569E-03	Transcribed locus, weakly similar to XP_001095986.1 similar to transmembrane protein 41A [Macaca mu
D430039N05RIK	0.775	-0.368	2.946E-03	
PGAM1	0.775	-0.369	3.170E-02	Phosphoglycerate mutase 1
NDUFA9	0.775	-0.369	8.621E-02	
ZMAT3	0.775	-0.369	4.635E-02	Zinc finger matrin type 3
ARMCX1	0.775	-0.369	2.960E-02	Transcribed locus, strongly similar to NP_001068635.1 protein LOC504577 [Bos taurus]
SLITRK3	0.774	-0.369	1.063E-01	SLIT and NTRK-like family, member 3
COX4I1	0.774	-0.369	5.155E-03	
GALT	0.774	-0.37	1.836E-02	Transcribed locus
RAPGEF5	0.774	-0.37	3.170E-01	
CHPF	0.774	-0.37	2.694E-01	Transcribed locus
WSB2	0.774	-0.37	3.516E-02	WD repeat and SOCS box-containing 2
DLGAP3	0.774	-0.37	1.421E-02	
TPI1	0.774	-0.37	4.185E-02	Triosephosphate isomerase 1
PSMD12	0.773	-0.371	2.746E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
TPM1	0.773	-0.371	5.718E-04	Tropomyosin 1, alpha
SETDB1	0.773	-0.371	9.765E-02	
TXNL4	0.773	-0.372	1.175E-01	
CXXC1	0.773	-0.372	3.624E-03	CXXC finger 1 (PHD domain)
LOC212390	0.773	-0.372	1.557E-01	
GDAP1L1	0.773	-0.372	2.198E-02	
PLVAP	0.772	-0.373	3.684E-02	Plasmalemma vesicle associated protein
CCDC85B	0.772	-0.373	1.457E-01	
NPR2	0.772	-0.373	4.297E-02	Natriuretic peptide receptor 2
PRKAG2	0.772	-0.373	8.545E-02	Protein kinase, AMP-activated, gamma 2 non-catalytic subunit
ICA1	0.772	-0.373	1.704E-01	Islet cell autoantigen 1
EVC	0.772	-0.374	1.604E-01	Ellis van Creveld gene homolog (human)
NFS1	0.772	-0.374	5.592E-04	Nitrogen fixation gene 1 (S. cerevisiae)
PHTF1	0.772	-0.374	7.150E-02	Putative homeodomain transcription factor 1
SNPH	0.772	-0.374	1.953E-01	Syntaphilin
HS2ST1	0.772	-0.374	8.106E-02	Heparan sulfate 2-O-sulfotransferase 1
PEX16	0.771	-0.374	1.962E-01	
RYK	0.771	-0.375	2.693E-03	Receptor-like tyrosine kinase
POLRMT	0.771	-0.375	6.279E-03	
CCHCR1	0.77	-0.377	2.156E-03	Coiled-coil alpha-helical rod protein 1
KCNAB1	0.77	-0.377	9.882E-02	Potassium voltage-gated channel, shaker-related subfamily, beta member 1
JAG2	0.77	-0.377	1.070E-01	Jagged 2
4833424O15RIK	0.77	-0.377	1.919E-01	Transcribed locus
MBTPS1	0.77	-0.377	1.366E-01	Membrane-bound transcription factor peptidase, site 1
TCEAL8	0.77	-0.377	3.205E-01	Transcription elongation factor A (SII)-like 8
FSD1	0.77	-0.378	3.098E-01	Fibronectin type 3 and SPRY domain-containing protein
PABPN1	0.769	-0.378	2.853E-02	
PPTC7	0.769	-0.378	5.693E-03	PTC7 protein phosphatase homolog (S. cerevisiae)
BC022224	0.769	-0.378	5.892E-02	
TTN	0.769	-0.379	6.086E-01	Titin
IFT88	0.769	-0.379	1.254E-01	
DXBWG1396E	0.769	-0.379	7.887E-02	
GRB10	0.769	-0.38	1.500E-01	Growth factor receptor bound protein 10
GHITM	0.769	-0.38	2.758E-01	Growth hormone inducible transmembrane protein
EBP	0.768	-0.38	1.194E-02	Phenylalkylamine Ca2+ antagonist (emopamil) binding protein
EXT2	0.768	-0.38	2.171E-01	
NEU1	0.768	-0.381	2.616E-04	
SERINC2	0.768	-0.381	9.769E-03	Serine incorporator 2
TBC1D15	0.768	-0.381	2.731E-01	TBC1 domain family, member 15
AU014645	0.768	-0.382	8.034E-02	
GSTM5	0.767	-0.382	1.510E-01	
CLPB	0.767	-0.383	9.870E-02	ClpB caseinolytic peptidase B homolog (E. coli)
PRR7	0.767	-0.383	6.346E-02	Proline rich 7 (synaptic)
FEM1B	0.766	-0.384	1.330E-01	Feminization 1 homolog b (C. elegans)
MYRIP	0.766	-0.384	3.378E-01	Myosin VIIA and Rab interacting protein
GPX4	0.766	-0.384	1.021E-01	CDNA, clone:Y0G0142H22, strand:unspecified
4930511J11RIK	0.766	-0.384	7.778E-02	
TUBGCP2	0.766	-0.384	4.080E-03	Tubulin, gamma complex associated protein 2
MRPS22	0.766	-0.385	5.068E-02	Transcribed locus
CREBL1	0.766	-0.385	1.021E-01	
GPT2	0.765	-0.386	1.570E-01	Glutamic pyruvate transaminase (alanine aminotransferase) 2
TIMM8B	0.765	-0.386	8.554E-02	
2010004A03RIK	0.765	-0.387	5.772E-04	
YWHAG	0.765	-0.387	4.413E-01	3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
NEUROD2	0.765	-0.387	1.805E-01	Neurogenic differentiation 2
EIF4G1	0.764	-0.387	2.673E-01	Eukaryotic translation initiation factor 4, gamma 1
2500002L14RIK	0.764	-0.389	1.780E-01	
1810043G02RIK	0.763	-0.389	3.535E-02	
WNT4	0.763	-0.39	6.444E-03	Wingless-related MMTV integration site 4
AKAP1	0.763	-0.39	1.137E-02	A kinase (PRKA) anchor protein 1
BRSK2	0.763	-0.39	5.508E-01	Transcribed locus
TMEM132C	0.763	-0.39	1.643E-02	
TIMM17A	0.763	-0.39	3.767E-02	Predicted gene, EG636544
CNTNAP2	0.763	-0.391	3.096E-02	Contactin associated protein-like 2
6330569M22RIK	0.763	-0.391	2.937E-03	
SCAP	0.763	-0.391	4.828E-01	
ITPR3	0.763	-0.391	1.648E-02	Transcribed locus, weakly similar to NP_002213.1 1,4,5-triphosphate receptor, type 1 [Homo sapiens]
OAT	0.763	-0.391	2.375E-02	Ornithine aminotransferase
HNRPH1	0.763	-0.391	3.436E-02	
TXNDC13	0.762	-0.392	1.172E-03	
UBAC2	0.762	-0.392	2.355E-03	Ubiquitin associated domain containing 2
SLC7A4	0.762	-0.392	2.696E-03	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
RUSC1	0.762	-0.393	1.815E-01	RUN and SH3 domain containing 1
KLC1	0.76	-0.395	5.872E-05	
KLHDC3	0.76	-0.395	4.501E-01	Kelch domain containing 3
OTUB2	0.76	-0.395	1.974E-02	Transcribed locus
NDUFB9	0.76	-0.396	6.038E-01	
HOOK2	0.76	-0.396	2.765E-01	
TARBP2	0.76	-0.396	1.396E-01	
UHRF1BP1L	0.76	-0.396	2.886E-01	RIKEN cDNA E030041M21 gene
ST3GAL5	0.76	-0.396	1.605E-02	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
PGM2	0.76	-0.397	5.325E-01	Transcribed locus
IDH3B	0.76	-0.397	7.058E-04	
DCTD	0.759	-0.397	6.728E-02	Transcribed locus
WHSC2	0.759	-0.397	4.102E-01	
PCGF6	0.759	-0.398	6.612E-02	
LOC100044101	0.759	-0.398	1.476E-01	
DNM1L	0.759	-0.399	1.248E-02	Dynamin 1-like
ELMO3	0.758	-0.399	2.057E-01	Engulfment and cell motility 3, ced-12 homolog (C. elegans)
SCAND1	0.758	-0.399	1.860E-01	SCAN domain-containing 1
VAMP1	0.758	-0.399	1.049E-01	Vesicle-associated membrane protein 1
5730449L18RIK	0.758	-0.4	1.293E-02	
CRLS1	0.757	-0.401	1.401E-01	
CDH22	0.757	-0.401	9.823E-02	Cadherin 22
CLCN3	0.757	-0.401	1.777E-01	Transcribed locus
SLCO2A1	0.757	-0.401	5.417E-03	Solute carrier organic anion transporter family, member 2a1
RAB1B	0.757	-0.402	2.769E-02	RAB1B, member RAS oncogene family
ADCY2	0.757	-0.402	1.679E-01	Adenylate cyclase 2
CSE1L	0.757	-0.402	2.128E-01	Chromosome segregation 1-like (S. cerevisiae)
RNF10	0.757	-0.402	1.539E-03	Ring finger protein 10
POLR2F	0.756	-0.403	1.384E-01	
GRIN2C	0.756	-0.403	2.840E-01	
1700029P11RIK	0.756	-0.404	2.204E-01	Transcribed locus
TUSC2	0.756	-0.404	1.176E-01	Tumor suppressor candidate 2
BLCAP	0.756	-0.404	6.936E-02	Bladder cancer associated protein homolog (human)
SUDS3	0.755	-0.405	4.708E-05	Suppressor of defective silencing 3 homolog (S. cerevisiae)
NUDT10	0.754	-0.406	1.060E-02	Nudix (nucleoside diphosphate linked moiety X)-type motif 10
MBD5	0.754	-0.407	4.848E-02	Methyl-CpG binding domain protein 5
IFT81	0.754	-0.407	3.398E-03	Intraflagellar transport 81 homolog (Chlamydomonas)
ANKRD39	0.754	-0.407	1.788E-01	Ankyrin repeat domain 39
CS	0.754	-0.407	2.513E-01	Transcribed locus
ASNA1	0.754	-0.408	8.670E-02	ArsA (bacterial) arsenite transporter, ATP-binding, homolog 1
UBR1	0.754	-0.408	2.882E-02	Ubiquitin protein ligase E3 component n-recognin 1
ATP2B3	0.754	-0.408	1.447E-01	
VPS37D	0.753	-0.408	1.254E-01	Transcribed locus
GALNTL4	0.753	-0.409	1.374E-01	
COG1	0.753	-0.409	3.107E-01	
BC057371	0.753	-0.409	2.745E-01	
MRPL2	0.752	-0.41	7.392E-02	
LOC100046207	0.752	-0.411	5.600E-01	
VARS2	0.752	-0.411	1.149E-01	
DLD	0.752	-0.411	1.868E-01	Dihydrolipoamide dehydrogenase
ENOX1	0.752	-0.411	9.630E-02	
2310003L22RIK	0.752	-0.412	3.974E-02	
TBC1D9	0.752	-0.412	3.515E-01	TBC1 domain family, member 9
2310047C04RIK	0.751	-0.413	2.500E-02	
TCF4	0.751	-0.413	4.488E-04	Transcribed locus
SKP1A	0.751	-0.413	7.037E-02	Transcribed locus, moderately similar to XP_001114268.1 similar to S-phase kinase-associated protei
PRKAG1	0.751	-0.414	5.626E-02	Transcribed locus
THBS3	0.75	-0.414	6.997E-02	
GAP43	0.75	-0.414	4.870E-02	Growth associated protein 43
HSPA2	0.75	-0.415	7.283E-02	Heat shock protein 2
PAQR9	0.75	-0.415	5.735E-02	Progestin and adipoQ receptor family member IX
MKRN3	0.75	-0.415	1.367E-03	Makorin, ring finger protein, 3
GALNT11	0.75	-0.416	3.652E-04	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11
IFITM2	0.75	-0.416	4.461E-01	
CRHBP	0.749	-0.416	1.808E-01	
LOC100046320	0.749	-0.417	1.242E-01	
LOC333331	0.749	-0.418	5.397E-01	
PLS3	0.749	-0.418	5.875E-01	
RAB6B	0.747	-0.421	2.126E-02	RAB6B, member RAS oncogene family
COX10	0.747	-0.421	5.318E-04	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)
PPP3CB	0.746	-0.422	9.491E-05	
NARG1L	0.746	-0.422	7.646E-03	
2610024G14RIK	0.746	-0.423	1.412E-01	
ECM1	0.746	-0.423	7.703E-02	Extracellular matrix protein 1
GLS2	0.746	-0.423	1.541E-02	Glutaminase 2 (liver, mitochondrial)
TRABD	0.746	-0.423	1.268E-01	TraB domain containing
CALM3	0.746	-0.423	1.289E-04	Calmodulin 3
C030018G13RIK	0.746	-0.423	1.508E-01	
SALL2	0.746	-0.423	3.064E-02	Sal-like 2 (Drosophila)
LOC100045981	0.746	-0.423	2.538E-03	
NVL	0.746	-0.424	8.468E-03	Nuclear VCP-like
PTN	0.745	-0.425	5.439E-02	
UNC119B	0.745	-0.425	1.633E-01	Unc-119 homolog B (C. elegans)
BC025546	0.745	-0.425	6.273E-02	
AHDC1	0.745	-0.425	4.684E-02	AT hook, DNA binding motif, containing 1
IL16	0.744	-0.426	1.312E-02	Interleukin 16
PKNOX2	0.744	-0.426	1.297E-04	Pbx/knotted 1 homeobox 2
5730410I19RIK	0.743	-0.428	1.223E-02	
TMEM57	0.743	-0.428	1.973E-03	Transcribed locus
1110007A13RIK	0.743	-0.428	1.809E-02	
CSPG5	0.743	-0.428	2.812E-02	
BC002199	0.743	-0.429	3.555E-03	
CHAC1	0.743	-0.429	2.326E-02	ChaC, cation transport regulator-like 1 (E. coli)
FRAP1	0.743	-0.429	1.014E-02	
DHPS	0.743	-0.429	5.912E-02	Deoxyhypusine synthase
SV2A	0.742	-0.43	3.037E-04	Synaptic vesicle glycoprotein 2 a
TRAP1	0.742	-0.43	4.512E-01	TNF receptor-associated protein 1
CBLN4	0.742	-0.43	1.884E-02	Transcribed locus
1110006G06RIK	0.742	-0.43	4.912E-02	
MANSC1	0.742	-0.43	5.794E-02	MANSC domain containing 1
L7RN6	0.742	-0.431	1.873E-01	
MDH2	0.742	-0.431	3.718E-01	Transcribed locus
REEP6	0.741	-0.433	1.753E-02	Receptor accessory protein 6
TRIM3	0.741	-0.433	3.710E-04	Tripartite motif protein 3
SPSB3	0.74	-0.434	1.183E-03	
MFSD10	0.74	-0.434	1.784E-03	RIKEN cDNA 0610009O03 gene
GRIA2	0.74	-0.435	2.417E-02	Glutamate receptor, ionotropic, AMPA2 (alpha 2)
ALDH1L2	0.74	-0.435	1.174E-02	Aldehyde dehydrogenase 1 family, member L2
RANBP9	0.74	-0.435	5.176E-02	
POU3F1	0.739	-0.435	3.208E-04	POU domain, class 3, transcription factor 1
PYGB	0.739	-0.436	3.166E-02	Brain glycogen phosphorylase
DNAJC4	0.739	-0.436	5.739E-02	
AMN	0.739	-0.437	1.438E-01	Amnionless
UBE2D3	0.738	-0.437	5.911E-02	Transcribed locus
NHSL1	0.738	-0.438	1.898E-01	NHS-like 1
PKD2	0.738	-0.438	3.998E-01	Polycystic kidney disease 2
RAB11B	0.738	-0.438	2.832E-05	RAB11B, member RAS oncogene family
TRIM23	0.737	-0.439	9.181E-02	Tripartite motif protein 23
1700084C01RIK	0.737	-0.44	2.598E-01	RIKEN cDNA 1700084C01 gene
CLDN12	0.737	-0.44	8.794E-02	Claudin 12
GUK1	0.737	-0.441	1.877E-02	
PTPRS	0.736	-0.441	3.026E-03	Protein tyrosine phosphatase, receptor type, S
THOP1	0.736	-0.442	1.953E-01	Thimet oligopeptidase 1
TMEM118	0.736	-0.442	3.536E-05	
TTC17	0.736	-0.442	1.000E-03	Tetratricopeptide repeat domain 17
1300018J18RIK	0.736	-0.443	1.543E-01	
TEX264	0.736	-0.443	2.484E-01	
D330017J20RIK	0.735	-0.443	2.289E-02	
DUS3L	0.735	-0.443	8.865E-02	
ARMCX2	0.735	-0.444	2.736E-05	Armadillo repeat containing, X-linked 2
GAA	0.735	-0.444	4.186E-04	Transcribed locus
MBD3	0.735	-0.444	2.434E-01	Methyl-CpG binding domain protein 3
GOT2	0.735	-0.444	5.680E-03	Glutamate oxaloacetate transaminase 2, mitochondrial
SPNS1	0.735	-0.445	4.527E-01	
ZRANB1	0.735	-0.445	1.861E-02	Transcribed locus
SEMA4B	0.735	-0.445	1.912E-02	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (se
CLTB	0.735	-0.445	1.246E-03	Transcribed locus
SLC9A3R2	0.734	-0.445	1.739E-02	
NR1H3	0.734	-0.445	3.729E-04	Nuclear receptor subfamily 1, group H, member 3
RDH14	0.733	-0.448	2.803E-02	Transcribed locus
ILF3	0.733	-0.448	3.113E-03	Interleukin enhancer binding factor 3
APOE	0.733	-0.449	2.997E-02	Transcribed locus, moderately similar to XP_001104482.1 apolipoprotein E [Macaca mulatta]
1810026J23RIK	0.732	-0.45	1.139E-01	RIKEN cDNA 1810026J23 gene
COQ5	0.732	-0.45	2.795E-02	Coenzyme Q5 homolog, methyltransferase (yeast)
2310056P07RIK	0.732	-0.451	1.868E-01	
UQCRC2	0.732	-0.451	2.900E-02	
CENTG3	0.732	-0.451	3.993E-01	
ZW10	0.731	-0.451	2.551E-02	
NTSR2	0.731	-0.452	1.543E-02	Neurotensin receptor 2
AP3B2	0.731	-0.452	3.757E-03	Adaptor-related protein complex 3, beta 2 subunit
PPP1R3C	0.731	-0.453	7.786E-02	Protein phosphatase 1, regulatory (inhibitor) subunit 3C
UBA1	0.73	-0.454	2.969E-02	
MEGF11	0.73	-0.455	1.134E-06	Multiple EGF-like-domains 11
PDSS1	0.729	-0.455	2.337E-01	Prenyl (solanesyl) diphosphate synthase, subunit 1
CD99L2	0.729	-0.456	2.542E-02	Cd99 antigen-like 2
ATPBD1C	0.729	-0.456	2.294E-01	
PFN2	0.729	-0.456	7.225E-03	Profilin 2
LDOC1L	0.729	-0.457	9.039E-02	Leucine zipper, down-regulated in cancer 1-like
